CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
31460,,,"Madera, CA",Metropolitan Statistical Area,150865,150834,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327,152,689,-148,-157,2086,120,380,1467,1459,445,574,2441,2379,2291,2262,2296,2291,2179,2178,2108,325,1009,1051,1048,1044,1051,1085,1127,1071,1060,-5,-2,44,21,16,3,0,-6,-2,0
31540,,,"Madison, WI",Metropolitan Statistical Area,605435,605466,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865,1159,6534,6560,7114,6536,6829,8190,6862,4677,4938,1919,7294,7343,7449,7521,7384,7368,7349,6944,6988,1023,4057,3977,4187,4343,4314,4312,4376,4457,4453,-57,12,-1,-2,-47,-39,8,-5,-7,-3
31700,,,"Manchester-Nashua, NH",Metropolitan Statistical Area,400721,400706,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025,349,1719,1570,937,1994,1710,2348,1871,1426,2395,1131,4547,4306,4368,4124,4231,4213,4253,4126,4148,635,2944,2973,3027,3034,3407,3269,3485,3410,3390,-14,-4,-35,-20,-61,-37,-17,-15,-8,-15
31740,,,"Manhattan, KS",Metropolitan Statistical Area,127081,127094,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285,1427,2225,6985,-1437,-629,1324,-2989,-2333,31,-1413,618,2528,2464,2528,2498,2444,2418,2302,2025,2052,183,664,692,691,707,737,754,803,712,742,65,13,191,83,58,18,34,23,-1,5
31860,,,"Mankato, MN",Metropolitan Statistical Area,96740,96742,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927,102,481,669,-276,952,529,876,893,609,350,303,1172,1147,1096,1124,1105,1119,1136,1047,1068,144,661,664,714,688,715,691,732,751,729,-4,1,-7,14,-13,-11,0,-5,-3,-1
31900,,,"Mansfield, OH",Metropolitan Statistical Area,124475,124474,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154,-312,-1018,-511,-319,-315,-311,-446,-812,557,167,312,1413,1416,1409,1416,1402,1394,1314,1348,1319,329,1351,1321,1393,1316,1462,1370,1530,1435,1397,7,3,4,-8,-10,-12,-4,-2,-2,-6
32580,,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,774769,774764,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707,4385,16368,12817,10285,11200,9848,9293,7289,6049,6409,3771,16377,16133,16311,16175,16331,15578,14674,13962,14054,909,3566,3699,3843,4078,4151,4116,4298,4570,4597,26,-40,-95,-10,-74,-37,-15,-3,10,8
32780,,,"Medford, OR",Metropolitan Statistical Area,203206,203204,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944,137,1406,1105,1327,2010,2214,2963,2380,2665,1533,574,2409,2256,2286,2342,2323,2350,2295,2257,2251,541,2188,2212,2254,2311,2291,2311,2451,2415,2325,-23,-4,-8,-4,23,10,5,2,2,-4
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1316100,1316102,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045,1387,6252,7655,718,1318,1358,1414,2378,3915,3548,4504,18760,19164,18804,18790,18750,18391,18086,17952,17720,2506,10779,10677,11372,11277,11635,11632,12102,12218,12353,-17,-2,-145,133,108,15,6,3,-4,-3
32900,,,"Merced, CA",Metropolitan Statistical Area,255793,255796,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680,925,2576,1570,1159,2393,1934,1275,3468,3055,3529,1066,4301,4302,4192,4210,4103,4109,4288,3961,4086,432,1454,1559,1614,1611,1676,1792,1831,1799,1787,1,-9,-7,15,-39,-12,2,-10,-3,-7
33100,,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,5564635,5566274,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488,17120,84877,77472,77011,71104,75277,86551,62469,25682,22651,15682,66104,66324,65929,67944,68803,69904,70208,68434,67565,11331,45933,45465,46782,46040,48484,49318,50348,51920,53181,-392,-37,-33,-303,-9,28,-27,57,69,63
33140,,,"Michigan City-La Porte, IN",Metropolitan Statistical Area,111467,111466,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888,-7,-142,-13,119,312,-900,-613,-380,139,-93,335,1326,1302,1326,1344,1318,1323,1290,1263,1248,226,1136,1155,1157,1131,1263,1188,1313,1182,1215,-1,-3,-13,-21,-26,5,0,-2,-4,-6
33220,,,"Midland, MI",Metropolitan Statistical Area,83629,83621,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156,30,154,-84,-70,-159,170,-240,-108,-91,-67,221,861,865,825,861,894,844,887,820,855,136,688,690,737,664,692,773,818,760,743,-2,-3,2,0,2,-2,-1,-1,-2,-2
33260,,,"Midland, TX",Metropolitan Statistical Area,141671,141671,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603,112,3325,7204,5316,4559,5787,1492,1383,7337,4417,566,2333,2496,2724,2859,3027,3071,2978,2998,3084,247,1065,1021,1101,1067,1128,1151,1136,1150,1190,-5,11,220,103,71,58,2,0,21,14
33340,,,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,1555908,1555954,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179,724,4618,5952,4484,3270,1494,-492,-1560,-449,1184,5137,20172,20179,19857,20011,19938,19839,19504,19251,18927,3194,13056,12885,13197,13161,13377,13465,13710,13951,13810,-43,-21,-202,-110,-99,-54,-27,-28,-33,-70
33460,,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3333633,3333628,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043,6379,33385,32560,34830,35410,27536,34799,37172,34362,29982,11573,44724,44637,45561,46169,45925,45979,45834,44630,44602,5011,21174,20677,22119,21933,23292,23336,24395,24283,24290,-60,-24,-296,-354,-564,-301,-134,-164,-120,-177
33540,,,"Missoula, MT",Metropolitan Statistical Area,109299,109296,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600,171,778,797,858,901,1321,2227,1485,806,960,323,1200,1214,1221,1255,1244,1229,1221,1088,1131,214,803,759,825,841,864,869,980,872,887,-6,0,-5,-17,-13,4,9,8,2,1
33660,,,"Mobile, AL",Metropolitan Statistical Area,430573,430719,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536,222,-518,539,-147,202,277,272,-999,-257,-774,1386,5777,5843,5552,5821,5871,5765,5755,5709,5608,974,4331,4234,4606,4496,4370,4564,4619,4588,4767,-27,0,-46,-35,-50,-33,-17,-3,-15,-9
33700,,,"Modesto, CA",Metropolitan Statistical Area,514453,514450,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660,695,2415,2864,3027,4564,5196,6044,5462,3409,2534,1920,7785,7696,7508,7496,7672,7782,7755,7413,7393,909,3671,3812,3852,3929,4117,4277,4388,4499,4317,-19,0,-32,-24,-92,-60,-33,-34,-17,-7
33740,,,"Monroe, LA",Metropolitan Statistical Area,204420,204487,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261,188,211,265,303,116,98,-349,-1425,-1756,-1877,664,2980,3006,2805,3009,2952,2890,2810,2649,2606,446,2139,2033,2118,2235,2184,2218,2186,2278,2243,-8,-3,-15,-22,-13,-19,-7,0,7,1
33780,,,"Monroe, MI",Metropolitan Statistical Area,152021,152031,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500,-95,-440,-692,-665,-292,-494,-194,290,725,326,428,1594,1536,1523,1545,1503,1468,1503,1494,1459,357,1288,1386,1425,1454,1417,1386,1490,1528,1481,3,3,20,7,-10,-6,-4,-12,-10,-11
33860,,,"Montgomery, AL",Metropolitan Statistical Area,374536,374540,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290,579,430,-677,-758,-638,-111,500,309,-1152,268,1133,4901,4841,4788,4918,4947,4822,4912,4797,4730,824,3287,3283,3561,3499,3737,3636,3630,3598,3667,-2,2,51,27,6,-15,-6,-13,2,-3
34060,,,"Morgantown, WV",Metropolitan Statistical Area,129709,129702,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044,606,2370,2135,1135,1448,1127,880,205,-404,-160,302,1426,1411,1371,1465,1548,1439,1410,1414,1380,166,1009,987,1041,1018,1055,1103,1103,1091,1095,34,12,42,15,-5,-11,-3,-2,2,-5
34100,,,"Morristown, TN",Metropolitan Statistical Area,136608,136858,136945,137560,137753,137924,138280,139212,139924,140898,141778,142749,87,615,193,171,356,932,712,974,880,971,374,1527,1530,1535,1539,1565,1499,1431,1519,1475,390,1479,1475,1615,1654,1611,1661,1775,1666,1688,-9,-2,3,-18,-18,-7,-3,-2,-4,0
34580,,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,116901,116892,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205,52,634,136,541,1711,1593,2044,2257,1975,1370,378,1481,1449,1424,1488,1383,1479,1523,1390,1431,305,1084,1102,1124,1086,1163,1215,1263,1245,1265,-13,-6,-17,-18,5,1,4,6,4,4
34620,,,"Muncie, IN",Metropolitan Statistical Area,117671,117670,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135,-5,236,-874,-196,-344,-720,-110,-411,-949,-162,323,1266,1223,1294,1238,1187,1181,1163,1115,1081,259,1170,1231,1254,1188,1236,1222,1336,1260,1187,-12,-5,17,-12,-5,1,-7,-3,7,-3
34740,,,"Muskegon, MI",Metropolitan Statistical Area,172188,172194,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566,-281,-1887,133,2114,-19,193,780,418,-46,-33,550,2136,2146,2102,2065,2102,2105,2090,2147,2071,394,1637,1661,1673,1637,1779,1666,1739,1776,1770,21,13,-17,30,-21,-23,-11,-9,-4,-4
34820,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,376722,376575,378343,385650,393299,403705,416065,431198,447337,463514,480985,496901,1768,7307,7649,10406,12360,15133,16139,16177,17471,15916,955,4146,4096,4079,4181,4202,4164,4138,4131,4188,827,3717,3963,4130,4241,4541,4781,4993,5469,5617,102,37,235,246,386,255,107,118,114,144
34900,,,"Napa, CA",Metropolitan Statistical Area,136484,136535,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744,224,932,847,1042,825,457,-22,-962,-1089,-1045,389,1503,1531,1414,1481,1467,1430,1327,1285,1235,320,1160,1128,1245,1166,1221,1226,1299,1234,1279,-14,-5,-26,-10,-23,-19,-6,0,0,-3
34940,,,"Naples-Marco Island, FL",Metropolitan Statistical Area,321520,321522,322581,327629,332233,338987,347211,356041,365445,372678,378201,384902,1059,5048,4604,6754,8224,8830,9404,7233,5523,6701,786,3283,3193,3140,3242,3250,3292,3256,3204,3160,751,2854,2972,2926,2978,3138,3179,3420,3612,3867,-26,-8,-1,52,136,53,14,-11,-11,17
34980,,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1646200,1646183,1650831,1674534,1703609,1735012,1768350,1804671,1841294,1874515,1904726,1934317,4648,23703,29075,31403,33338,36321,36623,33221,30211,29591,5601,22106,22423,22619,23374,24042,24023,24056,24417,24308,2919,12620,12656,13194,13325,13903,14441,14819,15229,15122,8,60,428,326,431,271,101,36,-12,-14
35100,,,"New Bern, NC",Metropolitan Statistical Area,126802,126808,127423,128135,128409,127172,126778,125371,124985,124703,124584,124284,615,712,274,-1237,-394,-1407,-386,-282,-119,-300,452,1961,1819,1724,1675,1686,1623,1567,1553,1510,301,1317,1211,1268,1271,1379,1417,1387,1357,1310,33,-2,-10,34,-4,15,-5,-10,-9,-9
35300,,,"New Haven-Milford, CT",Metropolitan Statistical Area,862477,862442,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757,915,514,695,-1746,65,-2699,-2285,-153,-777,-2214,2257,9265,9047,8912,8987,8800,8832,8766,8574,8512,1716,7565,7578,7583,7680,7831,7771,7825,7956,7887,-103,-7,-9,36,23,47,11,8,23,19
35380,,,"New Orleans-Metairie, LA",Metropolitan Statistical Area,1189866,1189891,1195324,1214008,1226887,1239584,1248905,1260281,1267613,1270326,1270133,1270530,5433,18684,12879,12697,9321,11376,7332,2713,-193,397,3577,15638,15410,15470,16324,16472,16425,15974,15418,15084,2343,10149,10347,11007,10890,10929,10963,11454,12008,12094,395,111,279,262,63,27,-35,-31,-29,-43
35620,,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,18897109,18896277,18923407,19052774,19149689,19226449,19280929,19320968,19334778,19322607,19276644,19216182,27130,129367,96915,76760,54480,40039,13810,-12171,-45963,-60462,61880,247563,243039,242518,240738,242710,241213,237191,232601,228660,31929,135400,131945,138288,134663,138019,136124,140335,147412,151896,-512,61,-461,-648,4,262,249,174,147,189
35660,,,"Niles, MI",Metropolitan Statistical Area,156813,156808,156737,156885,156621,156129,155977,155022,154325,154128,153790,153401,-71,148,-264,-492,-152,-955,-697,-197,-338,-389,481,1944,1818,1834,1868,1791,1716,1727,1697,1696,426,1611,1673,1653,1700,1844,1718,1818,1708,1688,-7,-4,-5,10,-11,-1,0,-5,-5,-5
35840,,,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,702281,702312,703354,709775,720281,731796,747228,767309,788341,805186,820716,836995,1042,6421,10506,11515,15432,20081,21032,16845,15530,16279,1472,6155,6405,6172,6291,6542,6377,6323,6324,6317,2035,8396,8522,8551,8681,9285,9479,9796,10092,10461,-16,-9,272,200,422,266,83,60,38,90
35980,,,"Norwich-New London, CT",Metropolitan Statistical Area,274055,274070,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206,-66,-967,1054,-1115,-1514,-1826,-1233,-984,-1134,-1079,657,2765,2862,2693,2678,2675,2626,2635,2550,2502,546,2235,2331,2391,2359,2462,2430,2534,2477,2521,-1,9,-54,17,43,23,1,3,0,-1
36100,,,"Ocala, FL",Metropolitan Statistical Area,331298,331299,331331,332286,333873,335083,338005,342182,347469,353339,359062,365579,32,955,1587,1210,2922,4177,5287,5870,5723,6517,761,3354,3393,3259,3380,3478,3533,3494,3502,3495,999,4346,4426,4651,4712,4789,4910,5120,5320,5162,-41,-15,12,-10,50,33,7,14,16,33
36140,,,"Ocean City, NJ",Metropolitan Statistical Area,97265,97257,97212,96494,96228,95498,94907,94160,93655,93129,92446,92039,-45,-718,-266,-730,-591,-747,-505,-526,-683,-407,236,890,959,887,926,922,862,791,759,734,351,1277,1246,1384,1288,1302,1265,1319,1316,1299,-14,-3,-21,-10,-15,-6,-7,-9,-7,-8
36220,,,"Odessa, TX",Metropolitan Statistical Area,137130,137136,137075,139642,144495,149656,154588,159903,157858,156951,161960,166223,-61,2567,4853,5161,4932,5315,-2045,-907,5009,4263,578,2407,2587,2845,3039,3168,2907,2717,2885,2915,218,1241,1112,1180,1149,1202,1147,1196,1262,1228,17,5,109,90,87,46,18,15,12,14
36260,,,"Ogden-Clearfield, UT",Metropolitan Statistical Area,597159,597162,599740,605591,612185,621224,630767,640334,652476,664040,673660,683864,2578,5851,6594,9039,9543,9567,12142,11564,9620,10204,2909,10807,10688,10829,10567,10841,10737,10367,10198,10133,817,3345,3437,3606,3704,3953,3999,4113,3993,3768,-28,-10,-47,-51,-57,-51,-11,-8,-5,4
36420,,,"Oklahoma City, OK",Metropolitan Statistical Area,1252987,1253002,1257793,1277045,1297857,1320148,1336256,1357178,1372985,1381492,1393605,1408950,4791,19252,20812,22291,16108,20922,15807,8507,12113,15345,4626,18372,18359,19168,18893,19233,19043,18396,17773,17576,2436,11034,10703,11282,11458,11410,11566,11806,12094,12037,61,27,177,192,76,8,-38,-35,-41,-6
36500,,,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,252264,252260,253001,256386,258527,261852,264909,267978,273714,280269,286056,290536,741,3385,2141,3325,3057,3069,5736,6555,5787,4480,763,3002,3127,3104,3132,3153,3139,3105,3132,3135,475,1906,1930,2038,1989,2198,2154,2263,2386,2377,-6,5,-64,6,-27,-10,16,19,19,9
36540,,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,865350,865347,867671,876022,884555,893864,903335,913073,923431,931987,940970,949442,2324,8351,8533,9309,9471,9738,10358,8556,8983,8472,3315,13049,13150,13176,13436,13622,13514,13270,12926,12848,1525,6283,6267,6704,6669,6953,6693,7110,6895,6931,22,-18,-49,-69,-163,-92,-44,-37,-23,-30
36740,,,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,2134411,2134399,2139161,2176054,2225636,2270149,2324391,2388509,2455583,2517777,2574838,2608147,4762,36893,49582,44513,54242,64118,67074,62194,57061,33309,6355,26289,26828,27230,27734,28290,28818,29127,29483,29522,3584,14759,14698,15782,15875,16828,17280,18118,19419,19458,-61,1,485,119,300,260,87,62,14,18
36780,,,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,166994,167000,167073,167493,168525,169283,169324,169246,169629,170394,170878,171907,73,420,1032,758,41,-78,383,765,484,1029,504,1876,1924,1898,1829,1828,1910,1930,1782,1783,364,1449,1424,1424,1404,1470,1467,1528,1510,1497,-16,-6,-21,-29,-28,-7,-6,-7,-6,-5
36980,,,"Owensboro, KY",Metropolitan Statistical Area,114752,114746,114770,115255,115972,116373,116529,117521,118092,118455,118879,119440,24,485,717,401,156,992,571,363,424,561,363,1520,1577,1518,1561,1562,1598,1570,1553,1516,329,1160,1134,1215,1200,1265,1225,1337,1271,1234,-13,-4,-20,-15,-17,-7,-6,-7,-5,-4
37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,823318,823398,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006,1699,5002,3417,4620,4161,3505,1521,1721,-902,-2136,2767,11008,10529,10533,10330,10313,9834,9558,9233,9161,1266,5082,5008,5361,5337,5625,5632,5782,6161,6241,-94,-14,-45,-82,-104,-65,-13,-20,-3,-3
37340,,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,543376,543372,543965,544359,546966,550255,555548,565746,576874,587769,595203,601942,593,394,2607,3289,5293,10198,11128,10895,7434,6739,1166,5045,5118,5012,5233,5199,5263,5279,5236,5258,1362,6189,6116,6542,6515,7006,7064,7497,7821,7468,-41,-30,-78,-17,35,107,37,41,13,11
37460,,,"Panama City, FL",Metropolitan Statistical Area,168852,168850,169206,169555,171757,174596,178289,181488,183634,184736,186240,174705,356,349,2202,2839,3693,3199,2146,1102,1504,-11535,516,2115,2284,2279,2243,2396,2371,2303,2267,2222,401,1609,1576,1761,1844,1962,1872,1978,2070,1989,-3,-7,6,38,72,19,-2,-9,2,35
37620,,,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,92673,92667,92698,92643,92390,92360,92259,92139,91476,90846,89991,89339,31,-55,-253,-30,-101,-120,-663,-630,-855,-652,285,1050,943,1046,1100,1046,1023,981,959,916,298,1108,1049,1062,1104,1202,1151,1145,1144,1132,-9,-5,-18,-15,-20,-13,0,-4,-3,1
37860,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,448991,448991,450946,455139,461613,467086,470628,475537,481367,487298,494399,502629,1955,4193,6474,5473,3542,4909,5830,5931,7101,8230,1450,5611,5784,5694,5673,5673,5860,5931,5807,5775,1028,4244,4312,4478,4340,4678,4712,4783,5240,5228,97,10,63,41,-52,-11,-5,3,22,34
37900,,,"Peoria, IL",Metropolitan Statistical Area,416255,416253,416051,416687,416866,418092,415479,412856,410754,406913,403328,400561,-202,636,179,1226,-2613,-2623,-2102,-3841,-3585,-2767,1255,5231,5150,5386,5341,5216,5101,4927,4904,4733,913,4230,4208,4216,4219,4438,4352,4405,4334,4351,4,-12,-55,-58,57,19,-1,16,6,0
37980,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,5965343,5965677,5970899,5996232,6016616,6030134,6046382,6056816,6066661,6078522,6091208,6102434,5222,25333,20384,13518,16248,10434,9845,11861,12686,11226,18403,74014,73188,71909,72687,71806,70217,69073,68811,68207,12692,52641,51846,53897,52656,54353,53768,56509,57304,57334,-481,-134,-776,-415,-538,-317,-129,-253,-234,-322
38060,,,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,4192887,4193129,4204204,4253037,4329756,4403121,4488970,4578519,4673336,4758748,4849209,4948203,11075,48833,76719,73365,85849,89549,94817,85412,90461,98994,14291,58288,58826,59269,59168,60171,58943,57707,56971,57290,6949,28295,28514,29907,29675,31261,33323,33489,35949,36353,-145,2,505,206,517,295,146,174,272,393
38220,,,"Pine Bluff, AR",Metropolitan Statistical Area,100258,100289,100107,99052,97423,95769,94882,94022,92380,90875,89246,87804,-182,-1055,-1629,-1654,-887,-860,-1642,-1505,-1629,-1442,304,1182,1126,1138,1158,1130,1089,1056,999,963,263,988,1046,1122,1028,1110,1131,1130,1078,1061,9,14,60,39,10,-1,6,6,8,2
38300,,,"Pittsburgh, PA",Metropolitan Statistical Area,2356285,2356294,2357090,2360417,2360443,2359803,2356189,2347757,2340222,2329004,2322653,2317600,796,3327,26,-640,-3614,-8432,-7535,-11218,-6351,-5053,6153,23838,23837,23954,23784,23865,23897,23292,22969,22570,6174,27255,26869,27682,26787,28181,26924,28708,27719,27387,-276,-74,-401,-279,-391,-196,-92,-73,-102,-133
38340,,,"Pittsfield, MA",Metropolitan Statistical Area,131219,131274,131317,130547,130284,129488,128856,127858,127067,126353,125901,124944,43,-770,-263,-796,-632,-998,-791,-714,-452,-957,265,1187,1185,1064,1101,1077,1030,968,1015,993,289,1429,1399,1566,1459,1483,1506,1525,1581,1460,-20,1,-18,-5,-8,-2,-5,-3,-8,-3
38540,,,"Pocatello, ID",Metropolitan Statistical Area,90656,90661,90892,91421,91585,91246,91265,91871,92357,93088,94374,95489,231,529,164,-339,19,606,486,731,1286,1115,387,1556,1413,1463,1411,1442,1353,1341,1239,1285,121,708,717,725,790,768,772,769,805,770,-6,-2,-1,20,7,-5,-2,-5,1,2
38860,,,"Portland-South Portland, ME",Metropolitan Statistical Area,514098,514108,513911,516070,517632,519987,523989,525831,528912,531899,535232,538500,-197,2159,1562,2355,4002,1842,3081,2987,3333,3268,1325,4862,4939,4989,5015,4984,4996,4945,4882,4834,1018,4578,4392,4698,4684,5070,5067,5187,5122,5193,-8,-15,-106,-73,-64,-49,-18,-5,-2,-10
38900,,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,2226009,2226003,2232181,2262834,2288465,2311015,2343994,2381660,2426575,2454815,2473350,2492412,6178,30653,25631,22550,32979,37666,44915,28240,18535,19062,7126,27756,27544,27669,27665,27983,27766,27196,26201,26204,3685,15659,15772,16293,16351,17337,17264,17962,17811,18458,-48,40,60,-27,153,210,111,-7,-39,-18
38940,,,"Port St. Lucie, FL",Metropolitan Statistical Area,424107,424107,425173,428287,431912,436425,443164,452841,463891,472864,481167,489297,1066,3114,3625,4513,6739,9677,11050,8973,8303,8130,1010,4282,4182,4107,4188,4240,4319,4329,4337,4340,1071,4379,4506,4640,4799,5048,5005,5174,5451,5527,8,-16,-9,37,123,104,35,18,10,25
39100,,,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,670301,670280,671173,672230,670722,670588,669972,669842,670828,673303,676065,679158,893,1057,-1508,-134,-616,-130,986,2475,2762,3093,2030,7681,7554,7442,7381,7564,7456,7535,7721,7627,1078,4888,4821,5065,4962,4960,5083,5241,5485,5649,-32,4,110,27,34,5,-9,-25,-25,-39
39150,,,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,211033,211017,210983,211044,211990,214421,217716,220805,224575,228082,231772,235099,-34,61,946,2431,3295,3089,3770,3507,3690,3327,462,1844,1734,1860,1878,1972,1876,1833,1780,1782,643,2610,2601,2725,2833,2857,2950,3074,3197,3042,-26,-8,22,65,115,45,20,20,18,23
39300,,,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,1600852,1601206,1603125,1602957,1605741,1607460,1611026,1612928,1614840,1616614,1622379,1624578,1919,-168,2784,1719,3566,1902,1912,1774,5765,2199,4354,16826,16806,16519,16291,16538,16566,16257,16455,16182,3417,14862,14239,14762,14889,15507,15066,15554,15521,15189,-69,-2,-164,-116,-225,-125,-47,-70,-46,-64
39340,,,"Provo-Orem, UT",Metropolitan Statistical Area,526810,526885,530262,541001,549980,561534,571059,583218,601304,618035,633149,648252,3377,10739,8979,11554,9525,12159,18086,16731,15114,15103,3300,12317,11722,12333,12008,12093,12149,12073,11931,12092,467,2078,2171,2262,2269,2467,2548,2514,2636,2498,18,-19,-71,-68,-89,-37,36,27,24,36
39380,,,"Pueblo, CO",Metropolitan Statistical Area,159063,159063,159390,160184,160721,161033,161356,163006,164774,166283,167422,168424,327,794,537,312,323,1650,1768,1509,1139,1002,504,1866,1878,1854,1916,1879,1841,1803,1865,1808,418,1650,1583,1609,1620,1728,1698,1772,1885,1834,2,-5,-19,-29,-36,-1,1,0,-2,-5
39460,,,"Punta Gorda, FL",Metropolitan Statistical Area,159978,159967,159875,159869,162744,164671,168041,172382,177671,181522,184849,188910,-92,-6,2875,1927,3370,4341,5289,3851,3327,4061,262,996,997,1020,1036,998,1030,1068,1040,1047,579,2274,2195,2352,2429,2513,2555,2648,2779,2841,-28,-9,133,54,125,78,32,25,16,21
39540,,,"Racine, WI",Metropolitan Statistical Area,195408,195428,195406,194908,194594,194680,194786,194672,194846,195825,196357,196311,-22,-498,-314,86,106,-114,174,979,532,-46,607,2497,2425,2354,2382,2381,2408,2347,2306,2257,457,1646,1702,1753,1665,1842,1834,1869,1768,1664,-11,2,6,-12,-15,-9,-6,-12,-7,-2
39580,,,"Raleigh-Cary, NC",Metropolitan Statistical Area,1130490,1130493,1137383,1162179,1187848,1213499,1241189,1271091,1303854,1334235,1361590,1390785,6890,24796,25669,25651,27690,29902,32763,30381,27355,29195,3953,15478,15155,15114,15571,15683,15950,15675,15941,15730,1453,6085,6270,6617,6597,7265,7348,7857,8279,8470,228,79,302,202,265,175,88,76,42,70
39660,,,"Rapid City, SD",Metropolitan Statistical Area,126382,126400,126727,127903,130075,132320,134231,134858,136450,138444,140154,142107,327,1176,2172,2245,1911,627,1592,1994,1710,1953,472,1823,1857,1936,1872,1870,1792,1699,1774,1752,258,979,935,1015,953,1033,1104,1162,1144,1127,1,-1,18,21,13,-15,-5,8,5,10
39740,,,"Reading, PA",Metropolitan Statistical Area,411442,411570,412039,413008,413518,413915,414559,415138,415784,417511,420529,421164,469,969,510,397,644,579,646,1727,3018,635,1246,4926,4891,4861,4860,4837,4782,4698,4758,4708,861,3674,3675,3842,3711,3945,4001,4052,3945,3885,-45,-9,-15,-5,-11,-13,-5,-13,-19,-11
