CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
24580,,,"Green Bay, WI",Metropolitan Statistical Area,306241,306241,306754,308613,310605,311947,314003,315652,317369,319694,321384,322906,513,1859,1992,1342,2056,1649,1717,2325,1690,1522,1022,3916,4007,3943,4015,3902,3938,3865,3812,3759,524,2325,2326,2398,2289,2571,2503,2669,2528,2400,-28,-10,-53,-36,-59,-34,-16,-21,-4,-8
24660,,,"Greensboro-High Point, NC",Metropolitan Statistical Area,723801,723923,725264,730095,735475,740604,746497,751285,758635,762071,766473,771851,1341,4831,5380,5129,5893,4788,7350,3436,4402,5378,2097,8627,8574,8780,8631,8755,8676,8700,8560,8520,1310,6173,6175,6664,6465,6964,6918,7286,7215,7349,-77,-6,-82,-44,-109,-78,-5,-43,-24,-32
24780,,,"Greenville, NC",Metropolitan Statistical Area,168148,168176,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742,687,1928,2189,1400,594,1097,1100,1436,968,1167,544,2097,2155,2126,2137,2131,2099,2037,2083,2053,215,1142,1185,1195,1173,1255,1259,1284,1378,1432,16,3,9,-18,-18,-20,-6,-1,-2,1
24860,,,"Greenville-Anderson, SC",Metropolitan Statistical Area,824112,824031,825625,833220,840903,848417,860285,872521,884327,895357,907028,920477,1594,7595,7683,7514,11868,12236,11806,11030,11671,13449,2560,10358,10265,10199,10396,10730,10654,10654,10529,10516,1649,7462,7572,7975,7965,8270,8479,8770,8829,8752,-25,-2,-5,32,96,30,11,-1,10,29
25060,,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,388488,388591,389324,393744,396803,399940,403841,406604,408865,412754,414686,417665,733,4420,3059,3137,3901,2763,2261,3889,1932,2979,1234,5077,5100,4959,5191,5158,5101,5151,4890,4842,942,3526,3606,3876,3790,4079,4026,4098,4193,4084,18,6,-9,-10,-45,-16,-10,-1,2,2
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,269140,269146,269833,271983,273429,274926,276755,278236,280717,282958,285722,288104,687,2150,1446,1497,1829,1481,2481,2241,2764,2382,790,3155,3225,3294,3310,3268,3221,3152,3204,3174,665,2441,2553,2643,2643,2768,2730,2872,2957,2895,20,0,-14,8,16,-4,-6,-3,-4,-5
25220,,,"Hammond, LA",Metropolitan Statistical Area,121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758,376,1215,946,1874,1490,1706,1903,1734,1484,921,394,1850,1896,1927,1954,1925,1987,2005,1972,1953,200,1074,1143,1172,1193,1204,1170,1322,1367,1383,7,-2,-25,7,-1,5,1,2,5,0
25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152982,152974,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940,-604,-502,-877,-654,-842,590,-703,283,1717,1558,570,2576,2397,2464,2301,2359,2262,2303,2327,2321,215,754,816,804,814,801,789,840,889,887,94,15,76,64,68,3,11,8,4,1
25420,,,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,549475,549444,550088,552280,555057,558139,561164,564678,567510,570784,574149,577941,644,2192,2777,3082,3025,3514,2832,3274,3365,3792,1613,6634,6404,6495,6484,6513,6604,6574,6523,6430,1208,5088,5074,5258,4976,5239,5235,5562,5472,5359,-35,-16,-41,-54,-52,-36,-24,-31,-17,-28
25500,,,"Harrisonburg, VA",Metropolitan Statistical Area,125228,125221,125401,126796,128449,128956,130420,131120,132909,134041,134749,134964,180,1395,1653,507,1464,700,1789,1132,708,215,344,1412,1326,1363,1434,1389,1493,1547,1438,1435,213,905,953,975,895,1023,1026,1044,1055,1055,-14,2,11,-5,-18,-6,1,0,3,4
25540,,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,1212381,1212471,1214091,1216088,1215307,1214785,1213886,1211748,1208595,1207027,1206139,1204877,1620,1997,-781,-522,-899,-2138,-3153,-1568,-888,-1262,3147,12446,12086,11880,11858,12127,11825,11694,11638,11508,2464,10390,10116,10338,10249,10539,10315,10957,10941,10875,-81,-10,71,-28,67,28,30,20,28,15
25620,,,"Hattiesburg, MS",Metropolitan Statistical Area,162410,162418,162856,164801,165994,166971,167179,167873,168158,167719,168292,168849,438,1945,1193,977,208,694,285,-439,573,557,539,2336,2285,2326,2205,2257,2246,2205,2180,2158,384,1455,1477,1590,1511,1550,1642,1631,1616,1549,12,5,14,7,31,-1,-6,5,-2,2
25860,,,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365497,365794,365565,364478,363670,363379,363035,363346,364798,367085,368449,369711,-229,-1087,-808,-291,-344,311,1452,2287,1364,1262,927,3761,3884,3741,3764,3822,3770,3757,3700,3691,868,3759,3737,3959,3809,4125,4037,3956,4168,4115,-19,-4,-30,-42,-64,-51,-21,-15,-14,-17
25940,,,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,187010,187010,187777,189330,193145,197292,201725,207256,211269,215019,218023,222195,767,1553,3815,4147,4433,5531,4013,3750,3004,4172,584,2402,2363,2352,2378,2456,2362,2323,2338,2289,427,1524,1456,1603,1722,1737,1781,1843,1985,2023,23,-1,55,61,92,59,12,15,8,22
25980,,,"Hinesville, GA",Metropolitan Statistical Area,77917,77929,77339,80267,80406,78825,81120,79269,79845,80399,79697,80994,-590,2928,139,-1581,2295,-1851,576,554,-702,1297,407,1367,1936,1666,1629,1826,1721,1648,1715,1631,118,377,395,401,399,455,465,466,484,497,104,14,128,115,52,65,3,-8,8,-2
26140,,,"Homosassa Springs, FL",Metropolitan Statistical Area,141236,141230,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657,-57,-1409,-584,-351,-1,1459,2517,2611,2267,1975,243,1061,1064,1008,1034,1025,1040,1050,1098,1066,596,2282,2305,2435,2430,2580,2508,2521,2711,2706,-4,-16,-19,3,12,33,15,12,6,14
26300,,,"Hot Springs, AR",Metropolitan Statistical Area,96024,95999,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386,68,787,132,668,104,56,468,45,639,420,292,1148,1078,1113,1081,1096,1124,1075,1108,1071,367,1342,1348,1419,1302,1387,1373,1390,1413,1347,1,0,-10,13,-18,-9,-4,-5,0,-3
26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,208178,208185,208251,208713,208885,209983,211368,212131,211512,209946,209144,208075,66,462,172,1098,1385,763,-619,-1566,-802,-1069,688,2841,2897,2779,2959,3083,2980,2808,2679,2623,391,1755,1815,1948,1972,1969,1836,1944,2094,2032,0,-1,-4,-20,-40,-20,6,10,1,-1
26420,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,5920416,5920487,5947236,6056193,6183531,6328208,6500199,6671808,6806503,6900090,6976147,7066141,26749,108957,127338,144677,171991,171609,134695,93587,76057,89994,22306,92015,91502,93055,97407,100687,101997,99718,95662,95261,8298,32791,33655,35737,36473,37996,38923,39736,42729,43245,73,-5,277,710,1090,360,49,222,156,85
26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,370908,370899,371065,371126,370972,370179,368938,367224,365020,361970,359069,355873,166,61,-154,-793,-1241,-1714,-2204,-3050,-2901,-3196,967,4166,4245,4312,4422,4267,4025,3905,3704,3608,891,4242,4076,4371,4324,4646,4465,4833,4642,4416,-34,-8,-40,-29,-35,-21,-12,-8,-8,0
26620,,,"Huntsville, AL",Metropolitan Statistical Area,417593,417593,419276,425122,430056,435541,440395,444542,449576,455892,463181,471824,1683,5846,4934,5485,4854,4147,5034,6316,7289,8643,1191,5261,5035,4975,5200,5235,5214,5242,5271,5256,755,3399,3292,3564,3429,3796,3881,4028,4179,4169,52,14,-13,33,-22,-32,-4,3,13,28
26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,133265,133331,133813,134959,136165,136840,137838,139542,142520,145512,148436,151530,482,1146,1206,675,998,1704,2978,2992,2924,3094,660,2535,2424,2447,2307,2510,2434,2345,2399,2402,179,871,959,974,993,1024,1035,1081,1098,1052,-8,-3,-15,8,-10,-9,-4,1,1,3
26900,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1887877,1888075,1892640,1910719,1929678,1953600,1971006,1986119,2006760,2027584,2052368,2074537,4565,18079,18959,23922,17406,15113,20641,20824,24784,22169,6625,26916,26470,26480,26792,26745,26749,26478,26544,26300,3594,14996,15261,15743,15514,16192,16424,17226,16980,16678,22,0,-108,-17,-228,-87,-36,-52,-58,-43
26980,,,"Iowa City, IA",Metropolitan Statistical Area,152586,152586,153025,155908,159006,162095,164759,167088,169054,171529,172607,173105,439,2883,3098,3089,2664,2329,1966,2475,1078,498,525,2041,2059,2107,2109,2168,2136,2026,2058,2005,236,844,859,905,925,941,967,1012,949,990,-15,6,22,8,-22,-9,-3,-3,-3,3
27060,,,"Ithaca, NY",Metropolitan Statistical Area,101564,101592,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,148,81,905,827,-162,-385,-64,-278,-245,-239,246,845,932,918,858,861,808,789,736,742,121,691,654,677,686,708,678,709,669,636,3,6,-2,-14,28,16,8,7,6,5
27100,,,"Jackson, MI",Metropolitan Statistical Area,160248,160233,160109,159658,159962,159628,159421,159264,158277,158563,158566,158510,-124,-451,304,-334,-207,-157,-987,286,3,-56,481,1830,1797,1788,1764,1826,1754,1795,1728,1743,425,1501,1579,1653,1588,1647,1743,1809,1723,1623,-2,0,-31,-7,-18,-14,1,-13,-5,-6
27140,,,"Jackson, MS",Metropolitan Statistical Area,586320,587115,588272,593409,595585,596325,597357,597928,599170,599358,597376,594806,1157,5137,2176,740,1032,571,1242,188,-1982,-2570,1894,8187,8086,7736,7928,7717,7590,7352,7291,7091,1010,5070,5127,5303,5334,5424,5436,5606,5692,5611,-7,13,-9,99,-3,14,24,7,23,12
27180,,,"Jackson, TN",Metropolitan Statistical Area,179694,179711,179762,179692,179857,179836,179358,178607,178306,178336,178315,178644,51,-70,165,-21,-478,-751,-301,30,-21,329,541,2161,2306,2287,2226,2213,2173,2190,2114,2101,441,1970,1866,1962,1932,2071,2081,2202,2098,1978,-16,-3,-24,-21,-10,0,-6,-11,-4,-8
27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1345596,1345594,1348907,1361972,1377607,1393432,1416446,1444638,1476023,1505033,1532663,1559514,3313,13065,15635,15825,23014,28192,31385,29010,27630,26851,4235,17670,17368,17420,17941,18229,18668,18675,18728,18592,2593,10962,11124,11748,11857,12371,12542,13172,14202,14089,-42,4,-31,-11,195,158,66,51,46,46
27340,,,"Jacksonville, NC",Metropolitan Statistical Area,177772,177801,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938,9091,-1899,5685,1676,-532,1292,-800,2752,1849,1023,1036,4432,4184,4559,4252,4295,4074,4071,3930,3951,158,862,924,898,981,1082,1127,1212,1191,1094,996,43,8,30,96,8,11,-2,-4,-19
27500,,,"Janesville-Beloit, WI",Metropolitan Statistical Area,160331,160325,160260,159867,160065,160341,160920,161006,161320,162205,162874,163354,-65,-393,198,276,579,86,314,885,669,480,488,1958,1925,1878,1927,2027,1968,1955,1878,1877,309,1397,1401,1551,1407,1515,1541,1513,1506,1471,0,1,-16,-30,-27,-11,-8,-6,-6,-7
27620,,,"Jefferson City, MO",Metropolitan Statistical Area,149807,149820,149991,150413,150391,150669,150727,150928,151375,151319,151512,151235,171,422,-22,278,58,201,447,-56,193,-277,440,1790,1771,1865,1781,1833,1776,1689,1707,1680,287,1237,1240,1294,1237,1321,1308,1330,1371,1416,-9,-3,-1,-16,-12,-12,-6,-3,0,-1
27740,,,"Johnson City, TN",Metropolitan Statistical Area,198716,198757,199010,199574,200473,200470,200021,200331,201457,201909,202900,203649,253,564,899,-3,-449,310,1126,452,991,749,514,2068,2027,2043,2010,2002,1991,1925,1874,1869,477,2118,2204,2383,2260,2422,2382,2526,2459,2406,-1,-3,2,-17,-23,-20,-1,-9,-2,-5
27780,,,"Johnstown, PA",Metropolitan Statistical Area,143679,143695,143461,142579,141536,138826,137537,136028,134414,132960,131449,130192,-234,-882,-1043,-2710,-1289,-1509,-1614,-1454,-1511,-1257,368,1359,1379,1366,1355,1343,1333,1349,1234,1218,492,1880,1764,1862,1758,1930,1854,1944,1801,1727,-15,-4,-9,71,2,2,-2,1,-1,-3
27860,,,"Jonesboro, AR",Metropolitan Statistical Area,121026,121019,121263,122854,124292,125840,126813,128459,129906,131259,132719,133860,244,1591,1438,1548,973,1646,1447,1353,1460,1141,396,1670,1717,1719,1737,1871,1878,1819,1781,1766,273,1192,1204,1200,1220,1277,1233,1332,1296,1364,-2,2,17,10,-14,1,-4,-4,0,0
27900,,,"Joplin, MO",Metropolitan Statistical Area,175518,175509,175833,173846,174407,175144,175869,176686,177397,178239,178613,179564,324,-1987,561,737,725,817,711,842,374,951,596,2499,2479,2432,2446,2348,2363,2323,2292,2235,416,1793,1672,1839,1783,1802,1782,1879,1926,1811,-9,15,-33,-8,-19,-19,-11,-8,-6,-5
27980,,,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,154834,154840,155020,156936,158889,161004,163036,163904,165350,166146,166972,167417,180,1916,1953,2115,2032,868,1446,796,826,445,478,2034,2029,2040,2029,1950,1894,1875,1849,1834,259,1026,1088,1123,1118,1216,1167,1110,1321,1446,-2,-5,-26,-1,9,-16,-10,-10,-10,-8
28020,,,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,250331,250327,250751,252600,255353,257311,258951,259676,261304,262998,264680,265066,424,1849,2753,1958,1640,725,1628,1694,1682,386,784,3067,3053,3154,3190,3206,3171,3115,3024,3010,447,2093,1904,1988,2078,2173,2064,2205,2167,2209,-28,-9,-13,-37,-51,-20,-12,-14,-5,-3
28100,,,"Kankakee, IL",Metropolitan Statistical Area,113449,113450,113418,113519,112974,112735,111883,111750,111080,110540,109953,109862,-32,101,-545,-239,-852,-133,-670,-540,-587,-91,369,1340,1377,1328,1362,1336,1342,1326,1251,1240,300,1011,1018,1077,1086,1109,1159,1213,1185,1167,-5,-2,13,-4,18,-8,0,-1,3,-1
28140,,,"Kansas City, MO-KS",Metropolitan Statistical Area,2009342,2009355,2013361,2025490,2038586,2053850,2069182,2085913,2107066,2127203,2144427,2157990,4006,12129,13096,15264,15332,16731,21153,20137,17224,13563,7053,27720,27583,27609,27665,27700,27577,27014,26966,26497,3808,15904,15919,16573,16346,17068,16869,17564,17423,17692,-143,-15,-236,-222,-276,-218,-50,-37,-46,-56
28420,,,"Kennewick-Richland, WA",Metropolitan Statistical Area,253340,253328,255542,263487,268071,270766,274154,278945,283693,290096,295289,299612,2214,7945,4584,2695,3388,4791,4748,6403,5193,4323,1082,4237,4363,4152,4127,4368,4370,4294,4144,4151,379,1638,1594,1634,1652,1765,1869,1801,1870,1927,106,33,-1,-9,-43,-9,-8,3,-4,-1
28660,,,"Killeen-Temple, TX",Metropolitan Statistical Area,405300,405308,408262,412348,423475,423931,426421,432583,436421,442998,451272,460303,2954,4086,11127,456,2490,6162,3838,6577,8274,9031,1867,7943,7077,7762,7646,7673,7521,7019,7139,7039,517,2488,2472,2534,2724,2856,2946,2801,2969,2982,85,2,199,113,22,-32,-1,6,25,37
28700,,,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,309544,309493,309480,309098,308623,307811,307198,306279,306017,306496,306736,307202,-13,-382,-475,-812,-613,-919,-262,479,240,466,803,2950,2988,3051,2919,2877,2890,2919,2770,2776,859,3718,3838,3946,3866,3900,3947,4102,4025,3927,-32,-15,-46,-25,-46,-34,-18,-7,-8,-10
28740,,,"Kingston, NY",Metropolitan Statistical Area,182493,182519,182418,182448,181538,180698,180400,179658,179042,178635,178418,177573,-101,30,-910,-840,-298,-742,-616,-407,-217,-845,421,1739,1638,1597,1563,1552,1547,1476,1439,1433,416,1583,1613,1617,1619,1718,1739,1783,1713,1743,-9,-4,10,5,-26,-7,-4,-8,-7,-6
28940,,,"Knoxville, TN",Metropolitan Statistical Area,814914,815025,815984,820702,825007,829017,832928,837818,844942,853645,861234,869046,959,4718,4305,4010,3911,4890,7124,8703,7589,7812,2254,8998,9214,9202,8925,9284,9238,9068,9066,8995,1856,8233,8358,8859,8775,9221,9043,9456,9545,9255,-48,-8,-28,-12,-52,-41,-5,13,8,5
29020,,,"Kokomo, IN",Metropolitan Statistical Area,82752,82748,82752,82797,82839,82738,82605,82338,82304,82210,82257,82544,4,45,42,-101,-133,-267,-34,-94,47,287,225,997,986,1053,953,987,987,981,970,946,173,865,893,987,942,1075,1014,1065,968,950,-5,-4,-13,-7,-9,-9,-3,-5,-5,-7
29100,,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,133665,133658,133897,134106,135307,135655,136140,136385,136384,136710,136613,136616,239,209,1201,348,485,245,-1,326,-97,3,395,1462,1461,1400,1463,1477,1420,1431,1347,1364,264,1160,1121,1158,1117,1200,1178,1178,1204,1193,-9,-3,22,-14,-20,-17,-4,-6,-2,-8
29180,,,"Lafayette, LA",Metropolitan Statistical Area,466750,466733,467612,470935,474205,479794,484876,489507,490877,490299,489680,489207,879,3323,3270,5589,5082,4631,1370,-578,-619,-473,1577,6495,6512,6929,6997,7156,6985,6810,6452,6331,745,3995,3849,4122,4020,4232,4139,4198,4469,4605,-35,-7,-45,21,7,-12,-10,3,2,-3
29200,,,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,210297,210310,210687,213230,216449,219183,221445,223573,227088,228101,230938,233002,377,2543,3219,2734,2262,2128,3515,1013,2837,2064,669,2530,2696,2711,2641,2776,2769,2682,2701,2617,281,1429,1454,1460,1456,1580,1519,1611,1605,1560,8,0,-22,-35,-16,-16,-1,16,-1,8
29340,,,"Lake Charles, LA",Metropolitan Statistical Area,199607,199640,199943,200534,201110,202205,203296,205275,207464,209410,210190,210409,303,591,576,1095,1091,1979,2189,1946,780,219,619,2687,2782,2799,2843,2836,3022,3156,3009,2983,516,1897,1849,1972,2026,2074,2088,2090,2176,2116,-14,-6,-22,-30,-44,-7,-4,-6,-5,-1
29420,,,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,200186,200182,200314,202812,203347,203126,203423,204574,205412,207017,209292,212181,132,2498,535,-221,297,1151,838,1605,2275,2889,491,2012,1867,1744,1785,1855,1831,1771,1778,1752,571,2373,2574,2644,2520,2866,3117,3187,3344,3375,-2,12,26,-8,1,12,-2,9,17,34
29460,,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,602095,602073,603102,609948,615453,622633,634398,648523,665823,685368,706597,724777,1029,6846,5505,7180,11765,14125,17300,19545,21229,18180,1755,7174,7248,7239,7483,7522,7635,7885,7837,8043,1298,5960,5819,6154,6130,6588,6767,6829,7253,7237,-46,-8,-90,-23,146,99,51,67,62,63
29540,,,"Lancaster, PA",Metropolitan Statistical Area,519445,519443,520319,523957,526878,530012,533289,535811,538160,541332,543969,545724,876,3638,2921,3134,3277,2522,2349,3172,2637,1755,1742,7024,7049,6910,7017,7186,7122,7093,7140,7132,1043,4504,4547,4927,4678,5060,5049,5153,5155,5160,-64,-21,-78,-79,-85,-52,-20,-23,-13,-12
29620,,,"Lansing-East Lansing, MI",Metropolitan Statistical Area,534684,534684,534899,536605,537005,538089,540028,541271,545146,548380,548674,550391,215,1706,400,1084,1939,1243,3875,3234,294,1717,1484,5970,5845,5938,6028,6034,6004,5886,5788,5702,913,4185,4060,4396,4449,4565,4412,4518,4511,4577,13,5,66,21,-40,-18,-23,-18,3,-20
29700,,,"Laredo, TX",Metropolitan Statistical Area,250304,250304,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652,1066,4565,4660,3835,3035,2400,2436,1390,1429,1532,1328,5497,5434,5499,5501,5422,5282,5115,4741,4735,311,1167,1259,1240,1277,1349,1326,1413,1401,1378,-14,-7,-36,-5,14,15,4,11,5,6
29740,,,"Las Cruces, NM",Metropolitan Statistical Area,209233,209217,210097,213126,214450,214288,213933,214034,214663,216174,217278,218195,880,3029,1324,-162,-355,101,629,1511,1104,917,748,3387,3146,3067,2933,2923,2846,2736,2606,2630,398,1444,1495,1445,1525,1465,1538,1530,1613,1615,28,-3,-27,30,17,3,-3,-11,-4,-2
29820,,,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,1951269,1951268,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715,1319,9338,27299,27969,35941,43583,42119,42799,44480,40600,6583,26876,26100,26310,26321,27100,27260,27261,26928,27048,3279,13611,13795,14428,14268,15294,15701,16557,17563,17919,-67,-39,156,-1,306,230,101,149,163,188
29940,,,"Lawrence, KS",Metropolitan Statistical Area,110826,110826,111198,112479,113313,114713,116445,118141,119662,120281,121109,122259,372,1281,834,1400,1732,1696,1521,619,828,1150,289,1234,1264,1224,1226,1258,1255,1144,1148,1107,119,607,593,711,663,676,711,730,745,687,2,0,3,-20,-4,-11,-1,-5,-3,1
30020,,,"Lawton, OK",Metropolitan Statistical Area,130291,130288,131569,132255,132696,131113,130909,130011,127676,127649,126348,126415,1281,686,441,-1583,-204,-898,-2335,-27,-1301,67,504,2209,2052,2065,1945,1976,1848,1797,1763,1693,214,1004,1053,1064,1077,1112,1173,1151,1143,1170,69,4,12,77,3,26,15,-3,4,-2
30140,,,"Lebanon, PA",Metropolitan Statistical Area,133568,133597,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793,67,865,1016,259,734,941,1001,1073,1786,454,378,1737,1619,1704,1662,1626,1596,1581,1608,1581,382,1419,1395,1453,1398,1395,1472,1549,1512,1504,-19,-7,-28,-6,-22,-19,-11,-7,-7,-7
30300,,,"Lewiston, ID-WA",Metropolitan Statistical Area,60888,60893,61040,61409,61413,61927,62031,62108,62422,62798,62872,62990,147,369,4,514,104,77,314,376,74,118,178,701,710,759,737,723,719,668,692,680,129,706,741,788,755,714,770,808,731,718,0,-1,-7,1,-9,-5,-1,-1,-3,-5
30340,,,"Lewiston-Auburn, ME",Metropolitan Statistical Area,107702,107709,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277,-1,-269,47,-263,135,-234,172,103,515,363,370,1339,1317,1287,1257,1264,1256,1262,1211,1208,251,1016,1020,1051,1011,1120,1145,1164,1107,1084,-2,0,-12,0,-13,-6,-3,-6,-2,-3
30460,,,"Lexington-Fayette, KY",Metropolitan Statistical Area,472099,472103,473412,478930,485236,490906,495137,501469,507387,512381,514938,517056,1309,5518,6306,5670,4231,6332,5918,4994,2557,2118,1517,6168,6253,6286,6311,6261,6462,6317,6233,6086,840,3529,3520,3787,3776,4119,4091,4308,4226,4153,-18,11,-7,-18,-51,6,-9,-17,-1,-10
30620,,,"Lima, OH",Metropolitan Statistical Area,106331,106313,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351,45,-370,-744,-189,-207,-753,-482,-520,-368,-374,339,1318,1223,1289,1322,1251,1262,1229,1250,1214,220,1077,1065,1138,1064,1109,1134,1150,1101,1079,-10,0,15,-2,-9,5,0,0,1,0
30700,,,"Lincoln, NE",Metropolitan Statistical Area,302157,302157,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374,804,3658,3709,3775,5531,3456,4319,3566,2825,2574,1093,4274,4224,4317,4233,4290,4222,4215,4035,4077,436,2187,2070,2190,2105,2349,2298,2396,2399,2307,-30,0,-43,-25,29,-32,-4,-11,-6,-10
30780,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,699757,699790,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384,2504,8388,6983,5494,5031,2699,3277,3391,2524,2303,2396,9904,9750,9833,9762,9884,9634,9120,9276,9010,1525,5986,6077,6642,6259,6660,6660,6856,6943,6831,57,10,-38,-61,-75,-37,-21,-9,-5,-19
30860,,,"Logan, UT-ID",Metropolitan Statistical Area,125442,125442,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165,725,1424,1102,1134,977,1848,2869,2182,2401,2061,698,2724,2534,2573,2529,2560,2526,2438,2379,2396,121,588,571,617,619,619,669,658,667,666,6,1,10,0,16,-14,-1,-4,0,1
30980,,,"Longview, TX",Metropolitan Statistical Area,280000,280007,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657,480,1940,629,-467,630,548,-126,961,713,1342,954,3967,3951,3867,3877,3810,3735,3577,3402,3364,522,2931,2699,2924,2894,2957,2939,3028,3055,3002,-29,-8,-10,-2,-10,-28,-1,14,-12,-12
31020,,,"Longview, WA",Metropolitan Statistical Area,102410,102408,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593,-50,-49,-646,-180,307,1209,1741,2065,1947,1841,295,1252,1210,1140,1140,1238,1257,1280,1277,1287,295,941,1043,1055,1125,1146,1106,1187,1238,1134,-11,0,4,-6,-21,4,2,5,1,2
31080,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,12828837,12828957,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799,9460,87336,87690,83991,69175,68087,35998,7306,-28121,-35080,41040,170873,166996,168284,167322,167105,161554,157928,150309,149369,18113,75849,75799,78862,76519,79629,82778,82820,87087,89682,153,-20,-2088,-1346,-1083,-636,-62,37,72,171
31140,,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1202718,1202686,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108,1969,7214,8314,11995,7176,6877,6294,7028,2470,3085,3872,15354,15229,15267,15400,15492,15502,15358,15238,14990,2662,11025,11127,11625,11448,12012,12541,12970,12483,12138,-97,-28,-134,-5,-178,-142,-66,-63,-27,-45
31180,,,"Lubbock, TX",Metropolitan Statistical Area,290805,290889,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257,1352,3097,2455,3374,4889,3945,3779,3314,2145,3018,1122,4112,4003,4114,4396,4375,4347,4242,4146,4068,555,2345,2329,2423,2371,2606,2508,2603,2775,2714,43,-4,-16,3,34,-4,0,4,-2,-2
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,252634,252654,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566,315,1221,1535,1107,1121,1494,1090,1276,1080,673,737,2865,2856,2819,2753,2875,2852,2829,2849,2844,655,2537,2476,2584,2513,2688,2595,2770,2816,2804,-22,-2,-5,-17,-19,0,-13,-9,-6,-10
31420,,,"Macon-Bibb County, GA",Metropolitan Statistical Area,232293,232245,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996,-46,508,27,-1509,-784,-646,-647,-163,609,402,785,3130,3188,2957,2993,3018,2872,2832,2731,2694,606,2295,2230,2422,2243,2419,2399,2481,2545,2653,-14,-4,-17,51,9,-11,-4,-9,-4,-17
