,NAME,year,GDP
113,"Johnstown, PA",2013,4807599.0
114,"Johnstown, PA",2014,4806036.0
115,"Johnstown, PA",2015,4832905.0
116,"Johnstown, PA",2016,4788416.0
117,"Johnstown, PA",2017,4836194.0
118,"Johnstown, PA",2018,4996432.0
119,"Johnstown, PA",2019,5236240.0
120,"Joplin, MO",2010,6324316.0
121,"Joplin, MO",2011,6412967.0
122,"Joplin, MO",2012,6609592.0
123,"Joplin, MO",2013,6733970.0
124,"Joplin, MO",2014,6906457.0
125,"Joplin, MO",2015,7371862.0
126,"Joplin, MO",2016,7373380.0
127,"Joplin, MO",2017,7487685.0
128,"Joplin, MO",2018,7867052.0
129,"Joplin, MO",2019,8065173.0
130,"Lafayette, LA",2010,21358120.0
131,"Lafayette, LA",2011,22213614.0
132,"Lafayette, LA",2012,23437069.0
133,"Lafayette, LA",2013,23549103.0
134,"Lafayette, LA",2014,23958125.0
135,"Lafayette, LA",2015,21963856.0
136,"Lafayette, LA",2016,19998791.0
137,"Lafayette, LA",2017,20393464.0
138,"Lafayette, LA",2018,21368062.0
139,"Lafayette, LA",2019,21996997.0
140,"Lake Havasu City-Kingman, AZ",2010,4439825.0
141,"Lake Havasu City-Kingman, AZ",2011,4480837.0
142,"Lake Havasu City-Kingman, AZ",2012,4514684.0
143,"Lake Havasu City-Kingman, AZ",2013,4707015.0
144,"Lake Havasu City-Kingman, AZ",2014,4915133.0
145,"Lake Havasu City-Kingman, AZ",2015,5098948.0
146,"Lake Havasu City-Kingman, AZ",2016,5303907.0
147,"Lake Havasu City-Kingman, AZ",2017,5296520.0
148,"Lake Havasu City-Kingman, AZ",2018,5565876.0
149,"Lake Havasu City-Kingman, AZ",2019,6005148.0
150,"Lewiston-Auburn, ME",2010,3806916.0
151,"Lewiston-Auburn, ME",2011,3857808.0
152,"Lewiston-Auburn, ME",2012,4045408.0
153,"Lewiston-Auburn, ME",2013,4100835.0
154,"Lewiston-Auburn, ME",2014,4207495.0
155,"Lewiston-Auburn, ME",2015,4359643.0
156,"Lewiston-Auburn, ME",2016,4465808.0
157,"Lewiston-Auburn, ME",2017,4498758.0
158,"Lewiston-Auburn, ME",2018,4728237.0
159,"Lewiston-Auburn, ME",2019,4899769.0
160,"Little Rock-North Little Rock-Conway, AR",2010,29951640.0
161,"Little Rock-North Little Rock-Conway, AR",2011,30966065.0
162,"Little Rock-North Little Rock-Conway, AR",2012,31669228.0
163,"Little Rock-North Little Rock-Conway, AR",2013,32596345.0
164,"Little Rock-North Little Rock-Conway, AR",2014,33364583.0
165,"Little Rock-North Little Rock-Conway, AR",2015,34366487.0
166,"Little Rock-North Little Rock-Conway, AR",2016,34885345.0
167,"Little Rock-North Little Rock-Conway, AR",2017,35553007.0
168,"Little Rock-North Little Rock-Conway, AR",2018,36994472.0
169,"Little Rock-North Little Rock-Conway, AR",2019,38124510.0
170,"New York-Newark-Jersey City, NY-NJ-PA",2010,1284183559.0
171,"New York-Newark-Jersey City, NY-NJ-PA",2011,1309603152.0
172,"New York-Newark-Jersey City, NY-NJ-PA",2012,1401401443.0
173,"New York-Newark-Jersey City, NY-NJ-PA",2013,1447038040.0
174,"New York-Newark-Jersey City, NY-NJ-PA",2014,1509213361.0
175,"New York-Newark-Jersey City, NY-NJ-PA",2015,1576387303.0
176,"New York-Newark-Jersey City, NY-NJ-PA",2016,1640015703.0
177,"New York-Newark-Jersey City, NY-NJ-PA",2017,1699894281.0
178,"New York-Newark-Jersey City, NY-NJ-PA",2018,1799148324.0
179,"New York-Newark-Jersey City, NY-NJ-PA",2019,1861147410.0
180,"San Diego-Chula Vista-Carlsbad, CA",2010,168687239.0
181,"San Diego-Chula Vista-Carlsbad, CA",2011,174636986.0
182,"San Diego-Chula Vista-Carlsbad, CA",2012,180309903.0
183,"San Diego-Chula Vista-Carlsbad, CA",2013,191006452.0
184,"San Diego-Chula Vista-Carlsbad, CA",2014,201384751.0
185,"San Diego-Chula Vista-Carlsbad, CA",2015,213594695.0
186,"San Diego-Chula Vista-Carlsbad, CA",2016,220259799.0
187,"San Diego-Chula Vista-Carlsbad, CA",2017,230605088.0
188,"San Diego-Chula Vista-Carlsbad, CA",2018,242242089.0
189,"San Diego-Chula Vista-Carlsbad, CA",2019,253117792.0
190,"Staunton, VA",2010,4818229.0
191,"Staunton, VA",2011,4729180.0
192,"Staunton, VA",2012,4675460.0
193,"Staunton, VA",2013,4812040.0
194,"Staunton, VA",2014,4925490.0
195,"Staunton, VA",2015,5040711.0
196,"Staunton, VA",2016,5092958.0
197,"Staunton, VA",2017,5173175.0
198,"Staunton, VA",2018,5327859.0
199,"Staunton, VA",2019,5543563.0
200,"Tampa-St. Petersburg-Clearwater, FL",2010,115079449.0
201,"Tampa-St. Petersburg-Clearwater, FL",2011,116789564.0
202,"Tampa-St. Petersburg-Clearwater, FL",2012,120987348.0
203,"Tampa-St. Petersburg-Clearwater, FL",2013,125417877.0
204,"Tampa-St. Petersburg-Clearwater, FL",2014,130139580.0
205,"Tampa-St. Petersburg-Clearwater, FL",2015,138789723.0
206,"Tampa-St. Petersburg-Clearwater, FL",2016,145008843.0
207,"Tampa-St. Petersburg-Clearwater, FL",2017,150598762.0
208,"Tampa-St. Petersburg-Clearwater, FL",2018,159813132.0
209,"Tampa-St. Petersburg-Clearwater, FL",2019,169151030.0
210,"Texarkana, TX-AR",2010,5096456.0
211,"Texarkana, TX-AR",2011,5225142.0
212,"Texarkana, TX-AR",2012,5325952.0
213,"Texarkana, TX-AR",2013,5202704.0
214,"Texarkana, TX-AR",2014,5210216.0
215,"Texarkana, TX-AR",2015,5385567.0
216,"Texarkana, TX-AR",2016,5486288.0
217,"Texarkana, TX-AR",2017,5560705.0
218,"Texarkana, TX-AR",2018,5739537.0
219,"Texarkana, TX-AR",2019,5932375.0
220,"Twin Falls, ID",2010,3335378.0
221,"Twin Falls, ID",2011,3473212.0
222,"Twin Falls, ID",2012,3736750.0
223,"Twin Falls, ID",2013,4006755.0
224,"Twin Falls, ID",2014,4244920.0
225,"Twin Falls, ID",2015,4332465.0
226,"Twin Falls, ID",2016,4530846.0
227,"Twin Falls, ID",2017,4715358.0
228,"Twin Falls, ID",2018,4937145.0
229,"Twin Falls, ID",2019,5208497.0
230,"Waco, TX",2010,8899597.0
231,"Waco, TX",2011,9182375.0
232,"Waco, TX",2012,9849827.0
233,"Waco, TX",2013,10947510.0
234,"Waco, TX",2014,11638371.0
235,"Waco, TX",2015,11669068.0
236,"Waco, TX",2016,12076121.0
237,"Waco, TX",2017,12665501.0
238,"Waco, TX",2018,13335951.0
239,"Waco, TX",2019,13601023.0
240,"Yuba City, CA",2010,5907732.0
241,"Yuba City, CA",2011,5983514.0
242,"Yuba City, CA",2012,5856189.0
243,"Yuba City, CA",2013,6245276.0
244,"Yuba City, CA",2014,6173978.0
245,"Yuba City, CA",2015,6490351.0
246,"Yuba City, CA",2016,6733628.0
247,"Yuba City, CA",2017,7084386.0
248,"Yuba City, CA",2018,7460300.0
249,"Yuba City, CA",2019,8087753.0
250,"Yuma, AZ",2010,6119497.0
251,"Yuma, AZ",2011,6337456.0
252,"Yuma, AZ",2012,6016301.0
253,"Yuma, AZ",2013,6466574.0
254,"Yuma, AZ",2014,6429011.0
255,"Yuma, AZ",2015,6911147.0
256,"Yuma, AZ",2016,7278959.0
257,"Yuma, AZ",2017,7755093.0
258,"Yuma, AZ",2018,8036376.0
259,"Yuma, AZ",2019,8556158.0
260,"Albuquerque, NM",2010,36511202.0
261,"Albuquerque, NM",2011,36532748.0
262,"Albuquerque, NM",2012,37058169.0
263,"Albuquerque, NM",2013,36664212.0
264,"Albuquerque, NM",2014,38265621.0
265,"Albuquerque, NM",2015,39611674.0
266,"Albuquerque, NM",2016,40819249.0
267,"Albuquerque, NM",2017,41211776.0
268,"Albuquerque, NM",2018,42838924.0
269,"Albuquerque, NM",2019,44677239.0
270,"Alexandria, LA",2010,5411273.0
271,"Alexandria, LA",2011,5508827.0
272,"Alexandria, LA",2012,5545476.0
273,"Alexandria, LA",2013,5625281.0
274,"Alexandria, LA",2014,5704448.0
275,"Alexandria, LA",2015,5700722.0
276,"Alexandria, LA",2016,5855802.0
277,"Alexandria, LA",2017,6023699.0
278,"Alexandria, LA",2018,6258344.0
279,"Alexandria, LA",2019,6440708.0
280,"Amarillo, TX",2010,10880092.0
281,"Amarillo, TX",2011,11337438.0
282,"Amarillo, TX",2012,11481732.0
283,"Amarillo, TX",2013,11908066.0
284,"Amarillo, TX",2014,12409116.0
285,"Amarillo, TX",2015,12809625.0
286,"Amarillo, TX",2016,12813099.0
287,"Amarillo, TX",2017,13034375.0
288,"Amarillo, TX",2018,13720593.0
289,"Amarillo, TX",2019,14087635.0
290,"Ames, IA",2010,4579225.0
291,"Ames, IA",2011,4897948.0
292,"Ames, IA",2012,5288511.0
293,"Ames, IA",2013,5684634.0
294,"Ames, IA",2014,5946486.0
295,"Ames, IA",2015,6051725.0
296,"Ames, IA",2016,6055746.0
297,"Ames, IA",2017,6255820.0
298,"Ames, IA",2018,6560156.0
299,"Ames, IA",2019,6712503.0
300,"Bremerton-Silverdale-Port Orchard, WA",2010,9764642.0
301,"Bremerton-Silverdale-Port Orchard, WA",2011,9819765.0
302,"Bremerton-Silverdale-Port Orchard, WA",2012,9895427.0
303,"Bremerton-Silverdale-Port Orchard, WA",2013,10000886.0
304,"Bremerton-Silverdale-Port Orchard, WA",2014,10415402.0
305,"Bremerton-Silverdale-Port Orchard, WA",2015,10953112.0
306,"Bremerton-Silverdale-Port Orchard, WA",2016,11565889.0
307,"Bremerton-Silverdale-Port Orchard, WA",2017,12162694.0
308,"Bremerton-Silverdale-Port Orchard, WA",2018,13109846.0
309,"Bremerton-Silverdale-Port Orchard, WA",2019,13983229.0
310,"Glens Falls, NY",2010,5110854.0
311,"Glens Falls, NY",2011,5116349.0
312,"Glens Falls, NY",2012,5235284.0
313,"Glens Falls, NY",2013,5372909.0
314,"Glens Falls, NY",2014,5552968.0
315,"Glens Falls, NY",2015,5707398.0
316,"Glens Falls, NY",2016,5796962.0
317,"Glens Falls, NY",2017,6017169.0
318,"Glens Falls, NY",2018,6268909.0
319,"Glens Falls, NY",2019,6664036.0
320,"Homosassa Springs, FL",2010,3588656.0
321,"Homosassa Springs, FL",2011,3503578.0
322,"Homosassa Springs, FL",2012,3531658.0
323,"Homosassa Springs, FL",2013,3594495.0
324,"Homosassa Springs, FL",2014,3637127.0
325,"Homosassa Springs, FL",2015,3620991.0
326,"Homosassa Springs, FL",2016,3665794.0
327,"Homosassa Springs, FL",2017,3733976.0
328,"Homosassa Springs, FL",2018,3922257.0
329,"Homosassa Springs, FL",2019,4519101.0
330,"Ithaca, NY",2010,5243691.0
331,"Ithaca, NY",2011,5260798.0
332,"Ithaca, NY",2012,5396234.0
333,"Ithaca, NY",2013,5527146.0
334,"Ithaca, NY",2014,5589203.0
335,"Ithaca, NY",2015,5783047.0
336,"Ithaca, NY",2016,5945251.0
337,"Ithaca, NY",2017,6113843.0
338,"Ithaca, NY",2018,6336326.0
339,"Ithaca, NY",2019,6432476.0
340,"Jackson, MI",2010,4702171.0
341,"Jackson, MI",2011,4933038.0
342,"Jackson, MI",2012,5076488.0
343,"Jackson, MI",2013,5262685.0
344,"Jackson, MI",2014,5305723.0
345,"Jackson, MI",2015,5546745.0
346,"Jackson, MI",2016,5789372.0
347,"Jackson, MI",2017,5996354.0
348,"Jackson, MI",2018,6269928.0
349,"Jackson, MI",2019,6498141.0
350,"Kennewick-Richland, WA",2010,12311300.0
351,"Kennewick-Richland, WA",2011,12384610.0
352,"Kennewick-Richland, WA",2012,12168299.0
353,"Kennewick-Richland, WA",2013,12464184.0
354,"Kennewick-Richland, WA",2014,12915035.0
355,"Kennewick-Richland, WA",2015,13669476.0
356,"Kennewick-Richland, WA",2016,14381368.0
357,"Kennewick-Richland, WA",2017,14949981.0
358,"Kennewick-Richland, WA",2018,15957828.0
359,"Kennewick-Richland, WA",2019,16942303.0
360,"Knoxville, TN",2010,32100084.0
361,"Knoxville, TN",2011,33642790.0
362,"Knoxville, TN",2012,34801104.0
363,"Knoxville, TN",2013,35660107.0
364,"Knoxville, TN",2014,36820014.0
365,"Knoxville, TN",2015,38744876.0
366,"Knoxville, TN",2016,40290186.0
367,"Knoxville, TN",2017,41848320.0
368,"Knoxville, TN",2018,43897520.0
369,"Knoxville, TN",2019,45335517.0
370,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2010,11840294.0
371,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2011,12194911.0
372,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2012,12379683.0
373,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2013,13072185.0
374,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2014,13995889.0
375,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2015,14725433.0
376,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2016,15540365.0
377,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2017,16602390.0
378,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,17438134.0
379,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,18461134.0
380,"Ocean City, NJ",2010,4707332.0
381,"Ocean City, NJ",2011,4745651.0
382,"Ocean City, NJ",2012,4832108.0
383,"Ocean City, NJ",2013,4948449.0
384,"Ocean City, NJ",2014,5107884.0
385,"Ocean City, NJ",2015,5236024.0
386,"Ocean City, NJ",2016,5321886.0
387,"Ocean City, NJ",2017,5373219.0
388,"Ocean City, NJ",2018,5432880.0
389,"Ocean City, NJ",2019,5959758.0
390,"Oshkosh-Neenah, WI",2010,8511194.0
391,"Oshkosh-Neenah, WI",2011,8674885.0
392,"Oshkosh-Neenah, WI",2012,8972614.0
393,"Oshkosh-Neenah, WI",2013,9083165.0
394,"Oshkosh-Neenah, WI",2014,9341510.0
395,"Oshkosh-Neenah, WI",2015,9623325.0
396,"Oshkosh-Neenah, WI",2016,10025196.0
397,"Oshkosh-Neenah, WI",2017,10145550.0
398,"Oshkosh-Neenah, WI",2018,10551468.0
399,"Oshkosh-Neenah, WI",2019,10971438.0
400,"Port St. Lucie, FL",2010,13153267.0
401,"Port St. Lucie, FL",2011,13071661.0
402,"Port St. Lucie, FL",2012,13416380.0
403,"Port St. Lucie, FL",2013,13814838.0
404,"Port St. Lucie, FL",2014,14143343.0
405,"Port St. Lucie, FL",2015,14988273.0
406,"Port St. Lucie, FL",2016,15431746.0
407,"Port St. Lucie, FL",2017,16090427.0
408,"Port St. Lucie, FL",2018,16936764.0
409,"Port St. Lucie, FL",2019,17930019.0
410,"Pueblo, CO",2010,5160674.0
411,"Pueblo, CO",2011,5405472.0
412,"Pueblo, CO",2012,5630735.0
413,"Pueblo, CO",2013,5634353.0
414,"Pueblo, CO",2014,5725695.0
415,"Pueblo, CO",2015,6029938.0
416,"Pueblo, CO",2016,6243005.0
417,"Pueblo, CO",2017,6529371.0
418,"Pueblo, CO",2018,6834506.0
419,"Pueblo, CO",2019,7234789.0
420,"Rocky Mount, NC",2010,6583419.0
421,"Rocky Mount, NC",2011,6193876.0
422,"Rocky Mount, NC",2012,5579311.0
423,"Rocky Mount, NC",2013,5760276.0
424,"Rocky Mount, NC",2014,7329627.0
425,"Rocky Mount, NC",2015,9011475.0
426,"Rocky Mount, NC",2016,9539431.0
427,"Rocky Mount, NC",2017,9188754.0
428,"Rocky Mount, NC",2018,9278142.0
429,"Rocky Mount, NC",2019,7689597.0
430,"Santa Maria-Santa Barbara, CA",2010,21518667.0
431,"Santa Maria-Santa Barbara, CA",2011,22316837.0
432,"Santa Maria-Santa Barbara, CA",2012,23165737.0
433,"Santa Maria-Santa Barbara, CA",2013,24117212.0
434,"Santa Maria-Santa Barbara, CA",2014,25180101.0
435,"Santa Maria-Santa Barbara, CA",2015,26773687.0
436,"Santa Maria-Santa Barbara, CA",2016,27098590.0
437,"Santa Maria-Santa Barbara, CA",2017,28534999.0
438,"Santa Maria-Santa Barbara, CA",2018,29998810.0
439,"Santa Maria-Santa Barbara, CA",2019,31348798.0
440,"Sheboygan, WI",2010,5660826.0
441,"Sheboygan, WI",2011,5725420.0
442,"Sheboygan, WI",2012,6032911.0
443,"Sheboygan, WI",2013,6145383.0
444,"Sheboygan, WI",2014,6359341.0
445,"Sheboygan, WI",2015,6672979.0
446,"Sheboygan, WI",2016,6984807.0
447,"Sheboygan, WI",2017,7158925.0
448,"Sheboygan, WI",2018,7390353.0
449,"Sheboygan, WI",2019,7590371.0
450,"Vineland-Bridgeton, NJ",2010,5753927.0
451,"Vineland-Bridgeton, NJ",2011,5704069.0
452,"Vineland-Bridgeton, NJ",2012,5880083.0
453,"Vineland-Bridgeton, NJ",2013,6032327.0
454,"Vineland-Bridgeton, NJ",2014,6143293.0
455,"Vineland-Bridgeton, NJ",2015,6409113.0
456,"Vineland-Bridgeton, NJ",2016,6609865.0
457,"Vineland-Bridgeton, NJ",2017,6534619.0
458,"Vineland-Bridgeton, NJ",2018,6644797.0
459,"Vineland-Bridgeton, NJ",2019,6927309.0
460,"Worcester, MA-CT",2010,38571947.0
461,"Worcester, MA-CT",2011,40496812.0
462,"Worcester, MA-CT",2012,41607156.0
463,"Worcester, MA-CT",2013,42760852.0
464,"Worcester, MA-CT",2014,43758404.0
465,"Worcester, MA-CT",2015,45775931.0
466,"Worcester, MA-CT",2016,46914623.0
467,"Worcester, MA-CT",2017,48212727.0
468,"Worcester, MA-CT",2018,50019201.0
469,"Worcester, MA-CT",2019,52159312.0
470,"Billings, MT",2010,7479396.0
471,"Billings, MT",2011,8436107.0
472,"Billings, MT",2012,8803776.0
473,"Billings, MT",2013,8956259.0
474,"Billings, MT",2014,9501765.0
475,"Billings, MT",2015,10023266.0
476,"Billings, MT",2016,9138164.0
477,"Billings, MT",2017,9698447.0
478,"Billings, MT",2018,10432820.0
479,"Billings, MT",2019,10656973.0
480,"Abilene, TX",2010,5839625.0
481,"Abilene, TX",2011,5996498.0
482,"Abilene, TX",2012,6285840.0
483,"Abilene, TX",2013,6450382.0
484,"Abilene, TX",2014,6678674.0
485,"Abilene, TX",2015,6638709.0
486,"Abilene, TX",2016,6631955.0
487,"Abilene, TX",2017,6833064.0
488,"Abilene, TX",2018,7348112.0
489,"Abilene, TX",2019,7730423.0
490,"Cape Coral-Fort Myers, FL",2010,20861474.0
491,"Cape Coral-Fort Myers, FL",2011,20884722.0
492,"Cape Coral-Fort Myers, FL",2012,21681142.0
493,"Cape Coral-Fort Myers, FL",2013,22403147.0
494,"Cape Coral-Fort Myers, FL",2014,24145926.0
495,"Cape Coral-Fort Myers, FL",2015,26058827.0
496,"Cape Coral-Fort Myers, FL",2016,28042790.0
497,"Cape Coral-Fort Myers, FL",2017,29496115.0
498,"Cape Coral-Fort Myers, FL",2018,30945801.0
499,"Cape Coral-Fort Myers, FL",2019,32682667.0
500,"Columbia, MO",2010,7461092.0
501,"Columbia, MO",2011,7730211.0
502,"Columbia, MO",2012,8137365.0
503,"Columbia, MO",2013,8592108.0
504,"Columbia, MO",2014,8793408.0
505,"Columbia, MO",2015,9125115.0
506,"Columbia, MO",2016,9445840.0
507,"Columbia, MO",2017,9729261.0
508,"Columbia, MO",2018,10120324.0
509,"Columbia, MO",2019,10552672.0
510,"Elkhart-Goshen, IN",2010,9265583.0
511,"Elkhart-Goshen, IN",2011,9095516.0
512,"Elkhart-Goshen, IN",2012,9622682.0
513,"Elkhart-Goshen, IN",2013,10519924.0
514,"Elkhart-Goshen, IN",2014,11706483.0
515,"Elkhart-Goshen, IN",2015,13267137.0
516,"Elkhart-Goshen, IN",2016,14645512.0
517,"Elkhart-Goshen, IN",2017,16320319.0
518,"Elkhart-Goshen, IN",2018,16389054.0
519,"Elkhart-Goshen, IN",2019,16193156.0
520,"Florence-Muscle Shoals, AL",2010,4491278.0
521,"Florence-Muscle Shoals, AL",2011,4756095.0
522,"Florence-Muscle Shoals, AL",2012,4874126.0
523,"Florence-Muscle Shoals, AL",2013,5247827.0
524,"Florence-Muscle Shoals, AL",2014,5197494.0
525,"Florence-Muscle Shoals, AL",2015,5196283.0
526,"Florence-Muscle Shoals, AL",2016,5086903.0
527,"Florence-Muscle Shoals, AL",2017,5110808.0
528,"Florence-Muscle Shoals, AL",2018,5335876.0
529,"Florence-Muscle Shoals, AL",2019,5514012.0
530,"Gainesville, GA",2010,6517240.0
531,"Gainesville, GA",2011,6933713.0
532,"Gainesville, GA",2012,7181413.0
533,"Gainesville, GA",2013,7540583.0
534,"Gainesville, GA",2014,8007096.0
535,"Gainesville, GA",2015,8745339.0
536,"Gainesville, GA",2016,9325104.0
537,"Gainesville, GA",2017,10038652.0
538,"Gainesville, GA",2018,10638566.0
539,"Gainesville, GA",2019,11123749.0
540,"Green Bay, WI",2010,15347670.0
541,"Green Bay, WI",2011,15812886.0
542,"Green Bay, WI",2012,16667392.0
543,"Green Bay, WI",2013,16819731.0
544,"Green Bay, WI",2014,18365556.0
545,"Green Bay, WI",2015,19240357.0
546,"Green Bay, WI",2016,19729551.0
547,"Green Bay, WI",2017,19817390.0
548,"Green Bay, WI",2018,20896554.0
549,"Green Bay, WI",2019,21476426.0
550,"Harrisburg-Carlisle, PA",2010,30007722.0
551,"Harrisburg-Carlisle, PA",2011,31082253.0
552,"Harrisburg-Carlisle, PA",2012,32261002.0
553,"Harrisburg-Carlisle, PA",2013,33425963.0
554,"Harrisburg-Carlisle, PA",2014,35000627.0
555,"Harrisburg-Carlisle, PA",2015,36811161.0
556,"Harrisburg-Carlisle, PA",2016,37186772.0
557,"Harrisburg-Carlisle, PA",2017,37712294.0
558,"Harrisburg-Carlisle, PA",2018,39271577.0
559,"Harrisburg-Carlisle, PA",2019,40956120.0
560,"Kankakee, IL",2010,3954852.0
561,"Kankakee, IL",2011,4077637.0
562,"Kankakee, IL",2012,4387623.0
563,"Kankakee, IL",2013,4425494.0
564,"Kankakee, IL",2014,4672599.0
565,"Kankakee, IL",2015,4929989.0
566,"Kankakee, IL",2016,5366038.0
567,"Kankakee, IL",2017,5916200.0
568,"Kankakee, IL",2018,6188522.0
569,"Kankakee, IL",2019,6450764.0
570,"Las Vegas-Henderson-Paradise, NV",2010,85777918.0
571,"Las Vegas-Henderson-Paradise, NV",2011,88078558.0
572,"Las Vegas-Henderson-Paradise, NV",2012,88973895.0
573,"Las Vegas-Henderson-Paradise, NV",2013,92313816.0
