,CBSA,year,Population
2383,39380,2016,164774
2384,40580,2016,147236
2385,41860,2016,4688198
2386,42200,2016,444340
2387,45940,2016,367699
2388,47580,2016,178507
2389,48620,2016,637653
2390,12980,2016,134344
2391,13380,2016,216417
2392,13820,2016,1082877
2393,14260,2016,691285
2394,18020,2016,82231
2395,20220,2016,96763
2396,25500,2016,132909
2397,25940,2016,211269
2398,26580,2016,365020
2399,26620,2016,449576
2400,29620,2016,545146
2401,29820,2016,2138836
2402,31340,2016,260537
2403,33340,2016,1576004
2404,36140,2016,93655
2405,39460,2016,177671
2406,41060,2016,196912
2407,43780,2016,321144
2408,45300,2016,3048963
2409,45540,2016,122009
2410,46700,2016,438858
2411,47220,2016,153233
2412,48260,2016,119269
2413,49660,2016,544582
2414,11260,2016,401368
2415,12700,2016,213559
2416,17660,2016,153019
2417,19340,2016,382178
2418,22220,2016,503806
2419,22540,2016,102211
2420,23580,2016,196159
2421,24140,2016,124269
2422,24340,2016,1054710
2423,26140,2016,142804
2424,27260,2016,1476023
2425,27500,2016,161320
2426,27860,2016,129906
2427,28020,2016,261304
2428,29340,2016,207464
2429,33660,2016,431566
2430,33740,2016,205319
2431,36980,2016,118092
2432,38300,2016,2340222
2433,39300,2016,1614840
2434,39900,2016,453709
2435,41740,2016,3306089
2436,42540,2016,555722
2437,42700,2016,102041
2438,46060,2016,1016707
2439,46220,2016,250099
2440,46300,2016,107252
2441,47300,2016,459235
2442,11020,2016,123708
2443,12260,2016,595029
2444,12580,2016,2794111
2445,13220,2016,120475
2446,17300,2016,293712
2447,18580,2016,428953
2448,19140,2016,143753
2449,19180,2016,78494
2450,19780,2016,671055
2451,20940,2016,180179
2452,22140,2016,127954
2453,25220,2016,130619
2454,26380,2016,211512
2455,28740,2016,179042
2456,29700,2016,272301
2457,30860,2016,135521
2458,31020,2016,104740
2459,31460,2016,153956
2460,31700,2016,411333
2461,37620,2016,91476
2462,48060,2016,112980
2463,48540,2016,142955
2464,13020,2016,104411
2465,13140,2016,396539
2466,13740,2016,177759
2467,16580,2016,226722
2468,22380,2016,140407
2469,24300,2016,149736
2470,25980,2016,79845
2471,27180,2016,178306
2472,30700,2016,327409
2473,31180,2016,313780
2474,31740,2016,134000
2475,33700,2016,539255
2476,33860,2016,373865
2477,34820,2016,447337
2478,38220,2016,92380
2479,38540,2016,92357
2480,38860,2016,528912
2481,38940,2016,463891
2482,40140,2016,4512041
2483,40220,2016,312647
2484,41540,2016,398676
2485,41620,2016,1184721
2486,43420,2016,125686
2487,44420,2016,120747
2488,45500,2016,149543
2489,46140,2016,988706
2490,47020,2016,99914
2491,47940,2016,170110
2492,10780,2016,154124
2493,11700,2016,450310
2494,12100,2016,267217
2495,14540,2016,171902
2496,16540,2016,153705
2497,19740,2016,2856755
2498,22020,2016,237244
2499,23060,2016,402887
2500,23460,2016,102855
2501,29100,2016,136384
2502,29180,2016,490877
2503,29420,2016,205412
2504,30300,2016,62422
2505,33220,2016,83422
2506,34060,2016,139403
2507,35840,2016,788341
2508,36420,2016,1372985
2509,43100,2016,115030
2510,43300,2016,128291
2511,46660,2016,144471
2512,14460,2016,4809061
2513,15380,2016,1130232
2514,16060,2016,138634
2515,16220,2016,80909
2516,16620,2016,268130
2517,16820,2016,213675
2518,17420,2016,121184
2519,17780,2016,254391
2520,19430,2016,801661
2521,22520,2016,146922
2522,23420,2016,976830
2523,23540,2016,321418
2524,24580,2016,317369
2525,25180,2016,280717
2526,31420,2016,229148
2527,33100,2016,6055686
2528,33260,2016,169466
2529,37860,2016,481367
2530,38900,2016,2426575
2531,42340,2016,383153
2532,44140,2016,699804
2533,44220,2016,134723
2534,45220,2016,378672
2535,47380,2016,264829
2536,47460,2016,60008
2537,49180,2016,661024
2538,10180,2016,170017
2539,10580,2016,879792
2540,12220,2016,159168
2541,11500,2016,114973
2542,14500,2016,321250
2543,14740,2016,263142
2544,17820,2016,712335
2545,19460,2016,152233
2546,19820,2016,4316260
2547,20260,2016,289395
2548,21660,2016,368874
2549,24020,2016,126233
2550,28940,2016,844942
2551,29540,2016,538160
2552,32780,2016,214366
2553,32820,2016,1336204
2554,33540,2016,116349
2555,34620,2016,115657
2556,34900,2016,140840
2557,39150,2016,224575
2558,40060,2016,1258471
2559,40420,2016,339635
2560,43620,2016,254602
2561,44300,2016,162034
2562,44940,2016,141334
2563,45820,2016,233139
2564,46520,2016,992268
2565,47260,2016,1758763
2566,47900,2016,6149301
2567,48900,2016,283580
2568,49020,2016,135739
2569,10420,2016,703524
2570,10740,2016,909237
2571,14100,2016,84390
2572,16740,2016,2499697
2573,16940,2016,97887
2574,17860,2016,204049
2575,18880,2016,265492
2576,25260,2016,149382
2577,25540,2016,1208595
2578,26980,2016,169054
2579,27780,2016,134414
2580,28140,2016,2107066
2581,29020,2016,82304
2582,29460,2016,665823
2583,29940,2016,119662
2584,30140,2016,138480
2585,30620,2016,103613
2586,31140,2016,1252525
2587,35300,2016,857901
2588,36220,2016,157858
2589,39580,2016,1303854
2590,39740,2016,415784
2591,44060,2016,541030
2592,46340,2016,225161
2593,48140,2016,162935
2594,15980,2016,722649
2595,16700,2016,761578
2596,20500,2016,618222
2597,22500,2016,205854
2598,24540,2016,295712
2599,27740,2016,201457
2600,28700,2016,306017
2601,33140,2016,110222
2602,33780,2016,149159
2603,35380,2016,1267613
2604,35660,2016,154325
2605,35980,2016,268403
2606,36100,2016,347469
2607,36500,2016,273714
2608,36540,2016,923431
2609,36780,2016,169629
2610,41660,2016,120535
2611,45460,2016,187241
2612,46540,2016,292811
2613,48300,2016,117221
2614,49620,2016,443693
2615,12540,2016,880856
2616,15680,2016,111750
2617,16180,2016,54147
2618,16300,2016,268224
2619,17020,2016,226231
2620,19060,2016,99428
2621,21820,2016,100633
2622,25420,2016,567510
2623,25620,2016,168158
2624,28420,2016,283693
2625,34580,2016,123603
2626,34940,2016,365445
2627,39100,2016,670828
2628,40380,2016,1074063
2629,41180,2016,2805502
2630,41420,2016,416818
2631,42220,2016,502547
2632,45780,2016,645441
2633,49420,2016,249327
2634,49740,2016,207247
2635,10540,2016,122769
2636,12420,2016,2062016
2637,13460,2016,180666
2638,13980,2016,166572
2639,15260,2016,116571
2640,16020,2016,97109
2641,17460,2016,2060997
2642,17900,2016,817188
2643,18140,2016,2052192
2644,19300,2016,207601
2645,22180,2016,516822
2646,22660,2016,338984
2647,24220,2016,102171
2648,25060,2016,408865
2649,26820,2016,142520
2650,27900,2016,177397
2651,29200,2016,227088
2652,30340,2016,107296
2653,31540,2016,648388
2654,32900,2016,267628
2655,35620,2016,19334778
2656,36260,2016,652476
2657,37460,2016,183634
2658,39340,2016,601304
2659,39540,2016,194846
2660,42680,2016,151159
2661,48660,2016,150327
2662,49700,2016,170694
2663,11100,2016,262987
2664,11460,2016,366135
2665,13900,2016,127233
2666,15180,2016,421350
2667,15500,2016,160283
2668,16860,2016,551859
2669,17140,2016,2191572
2670,18700,2016,89918
2671,19100,2016,7194758
2672,19500,2016,106383
2673,20700,2016,166220
2674,21060,2016,148941
2675,22900,2016,249170
2676,23900,2016,101911
2677,24860,2016,884327
2678,29740,2016,214663
2679,31900,2016,121242
2680,34740,2016,173227
2681,36740,2016,2455583
2682,37980,2016,6066661
2683,38340,2016,127067
2684,41700,2016,2426276
2685,42100,2016,274396
2686,44180,2016,457917
2687,44700,2016,732809
2688,11540,2017,235811
2689,12020,2017,209106
2690,14010,2017,172754
2691,15540,2017,218975
2692,19660,2017,647867
2693,20100,2017,176499
2694,20740,2017,167329
2695,24260,2017,75456
2696,24420,2017,86584
2697,24500,2017,81633
2698,26420,2017,6900090
2699,26900,2017,2027584
2700,27060,2017,102664
2701,27140,2017,599358
2702,28100,2017,110540
2703,28660,2017,442998
2704,32580,2017,856249
2705,33460,2017,3575699
2706,40980,2017,191965
2707,41140,2017,126323
2708,42140,2017,149491
2709,43900,2017,306740
2710,45060,2017,651164
2711,48700,2017,114012
2712,10900,2017,837921
2713,12940,2017,854295
2714,14860,2017,943038
2715,16980,2017,9514113
2716,21140,2017,204194
2717,21300,2017,84736
2718,21340,2017,842005
2719,21420,2017,61600
2720,21500,2017,273558
2721,24660,2017,762071
2722,25860,2017,367085
2723,27980,2017,166146
2724,30780,2017,737557
2725,34100,2017,140898
2726,35100,2017,124703
2727,37900,2017,406913
2728,40340,2017,217993
2729,40660,2017,97500
2730,40900,2017,2319572
2731,41100,2017,165929
2732,41500,2017,434534
2733,42020,2017,282481
2734,42660,2017,3885579
2735,43580,2017,143165
2736,11180,2017,123721
2737,10500,2017,148090
2738,12620,2017,151645
2739,13780,2017,241709
2740,20020,2017,147878
2741,21780,2017,314791
2742,26300,2017,98327
2743,27620,2017,151319
2744,30980,2017,284602
2745,31080,2017,13278000
2746,31860,2017,100968
2747,37100,2017,849044
2748,39660,2017,138444
2749,39820,2017,179384
2750,41940,2017,1992674
2751,43340,2017,400161
2752,44100,2017,209365
2753,49340,2017,942147
2754,12060,2017,5872432
2755,14020,2017,167429
2756,15940,2017,399327
2757,17980,2017,315942
2758,22420,2017,407488
2759,24780,2017,178607
2760,27100,2017,158563
2761,27340,2017,195066
2762,30020,2017,127649
2763,30460,2017,512381
2764,34980,2017,1874515
2765,37340,2017,587769
2766,38060,2017,4758748
2767,39380,2017,166283
2768,40580,2017,146775
2769,41860,2017,4712421
2770,42200,2017,445298
2771,45940,2017,368168
2772,47580,2017,180163
2773,48620,2017,637511
2774,12980,2017,134180
2775,13380,2017,221410
2776,13820,2017,1085615
2777,14260,2017,709682
2778,18020,2017,82213
2779,20220,2017,97066
2780,25500,2017,134041
2781,25940,2017,215019
2782,26580,2017,361970
2783,26620,2017,455892
2784,29620,2017,548380
2785,29820,2017,2181635
2786,31340,2017,261813
2787,33340,2017,1574444
2788,36140,2017,93129
2789,39460,2017,181522
2790,41060,2017,198436
2791,43780,2017,321538
2792,45300,2017,3106922
2793,45540,2017,124995
2794,46700,2017,443511
2795,47220,2017,151423
2796,48260,2017,118074
2797,49660,2017,541545
2798,11260,2017,400570
2799,12700,2017,213581
2800,17660,2017,157320
2801,19340,2017,381103
2802,22220,2017,515616
2803,22540,2017,102417
2804,23580,2017,198953
2805,24140,2017,123034
2806,24340,2017,1063670
2807,26140,2017,145415
2808,27260,2017,1505033
2809,27500,2017,162205
2810,27860,2017,131259
2811,28020,2017,262998
2812,29340,2017,209410
2813,33660,2017,430567
2814,33740,2017,203894
2815,36980,2017,118455
2816,38300,2017,2329004
2817,39300,2017,1616614
2818,39900,2017,460605
2819,41740,2017,3321237
2820,42540,2017,555655
2821,42700,2017,103852
2822,46060,2017,1026391
2823,46220,2017,250933
2824,46300,2017,109142
2825,47300,2017,462308
2826,11020,2017,123147
2827,12260,2017,600276
2828,12580,2017,2798707
2829,13220,2017,118673
2830,17300,2017,298635
2831,18580,2017,428445
2832,19140,2017,144037
2833,19180,2017,77689
2834,19780,2017,681413
2835,20940,2017,181649
2836,22140,2017,126917
2837,25220,2017,132353
2838,26380,2017,209946
2839,28740,2017,178635
2840,29700,2017,273691
2841,30860,2017,137703
2842,31020,2017,106805
2843,31460,2017,155423
2844,31700,2017,413204
2845,37620,2017,90846
2846,48060,2017,113157
2847,48540,2017,141255
2848,13020,2017,104045
2849,13140,2017,398129
2850,13740,2017,179365
2851,16580,2017,226847
2852,22380,2017,141001
2853,24300,2017,151170
2854,25980,2017,80399
2855,27180,2017,178336
2856,30700,2017,330975
2857,31180,2017,317094
2858,31740,2017,131667
2859,33700,2017,544717
2860,33860,2017,374174
2861,34820,2017,463514
2862,38220,2017,90875
2863,38540,2017,93088
2864,38860,2017,531899
2865,38940,2017,472864
2866,40140,2017,4565909
2867,40220,2017,312988
2868,41540,2017,404155
2869,41620,2017,1204205
2870,43420,2017,124864
2871,44420,2017,121744
2872,45500,2017,149567
2873,46140,2017,991330
2874,47020,2017,99597
2875,47940,2017,169359
2876,10780,2017,153549
2877,11700,2017,454855
2878,12100,2017,265498
2879,14540,2017,174981
2880,16540,2017,154376
2881,19740,2017,2891776
2882,22020,2017,241511
2883,23060,2017,405445
2884,23460,2017,103007
2885,29100,2017,136710
2886,29180,2017,490299
2887,29420,2017,207017
2888,30300,2017,62798
2889,33220,2017,83314
2890,34060,2017,139608
2891,35840,2017,805186
2892,36420,2017,1381492
2893,43100,2017,115089
2894,43300,2017,131152
2895,46660,2017,145360
2896,14460,2017,4841772
2897,15380,2017,1129882
2898,16060,2017,137352
2899,16220,2017,79586
2900,16620,2017,264227
2901,16820,2017,216104
2902,17420,2017,122180
2903,17780,2017,259123
2904,19430,2017,803233
2905,22520,2017,147259
2906,23420,2017,985238
2907,23540,2017,324485
2908,24580,2017,319694
2909,25180,2017,282958
2910,31420,2017,228985
2911,33100,2017,6118155
2912,33260,2017,170849
2913,37860,2017,487298
2914,38900,2017,2454815
2915,42340,2017,386394
2916,44140,2017,699387
2917,44220,2017,134549
2918,45220,2017,383173
2919,47380,2017,268971
2920,47460,2017,60512
2921,49180,2017,666640
2922,10180,2017,170429
2923,10580,2017,882158
2924,12220,2017,161440
2925,11500,2017,114710
2926,14500,2017,322441
2927,14740,2017,266289
2928,17820,2017,724773
2929,19460,2017,151981
2930,19820,2017,4321593
2931,20260,2017,289108
2932,21660,2017,375264
2933,24020,2017,125924
2934,28940,2017,853645
2935,29540,2017,541332
2936,32780,2017,216746
2937,32820,2017,1338582
2938,33540,2017,117834
2939,34620,2017,115246
2940,34900,2017,139878
2941,39150,2017,228082
2942,40060,2017,1269566
2943,40420,2017,338194
2944,43620,2017,260083
2945,44300,2017,162316
2946,44940,2017,140443
2947,45820,2017,232994
2948,46520,2017,986353
2949,47260,2017,1760926
2950,47900,2017,6211341
2951,48900,2017,289447
2952,49020,2017,138020
2953,10420,2017,703987
2954,10740,2017,912311
2955,14100,2017,83851
2956,16740,2017,2550373
2957,16940,2017,98377
2958,17860,2017,205725
2959,18880,2017,271499
2960,25260,2017,149665
2961,25540,2017,1207027
2962,26980,2017,171529
2963,27780,2017,132960
2964,28140,2017,2127203
2965,29020,2017,82210
2966,29460,2017,685368
2967,29940,2017,120281
2968,30140,2017,139553
2969,30620,2017,103093
2970,31140,2017,1259553
2971,35300,2017,857748
2972,36220,2017,156951
2973,39580,2017,1334235
2974,39740,2017,417511
2975,44060,2017,550259
2976,46340,2017,227195
2977,48140,2017,163203
2978,15980,2017,740000
2979,16700,2017,775537
2980,20500,2017,625678
2981,22500,2017,205476
2982,24540,2017,305885
2983,27740,2017,201909
2984,28700,2017,306496
2985,33140,2017,109842
2986,33780,2017,149449
2987,35380,2017,1270326
2988,35660,2017,154128
2989,35980,2017,267419
2990,36100,2017,353339
2991,36500,2017,280269
2992,36540,2017,931987
2993,36780,2017,170394
2994,41660,2017,120365
2995,45460,2017,186846
2996,46540,2017,292174
2997,48300,2017,118325
2998,49620,2017,445484
2999,12540,2017,887356
3000,15680,2017,112487
3001,16180,2017,54532
3002,16300,2017,270653
3003,17020,2017,228696
3004,19060,2017,98575
3005,21820,2017,99675
3006,25420,2017,570784
3007,25620,2017,167719
3008,28420,2017,290096
3009,34580,2017,125860
3010,34940,2017,372678
3011,39100,2017,673303
3012,40380,2017,1071962
3013,41180,2017,2805758
3014,41420,2017,424242
3015,42220,2017,502469
3016,45780,2017,644364
3017,49420,2017,249922
3018,49740,2017,209507
3019,10540,2017,125035
3020,12420,2017,2115475
3021,13460,2017,186744
3022,13980,2017,166605
3023,15260,2017,117587
3024,16020,2017,96819
3025,17460,2017,2057238
3026,17900,2017,824939
3027,18140,2017,2082581
3028,19300,2017,212521
3029,22180,2017,517527
3030,22660,2017,344084
3031,24220,2017,102126
3032,25060,2017,412754
3033,26820,2017,145512
3034,27900,2017,178239
3035,29200,2017,228101
3036,30340,2017,107399
3037,31540,2017,655250
3038,32900,2017,271096
3039,35620,2017,19322607
3040,36260,2017,664040
3041,37460,2017,184736
3042,39340,2017,618035
3043,39540,2017,195825
3044,42680,2017,154241
3045,48660,2017,150956
3046,49700,2017,172782
3047,11100,2017,264331
3048,11460,2017,368807
3049,13900,2017,128115
3050,15180,2017,422227
3051,15500,2017,163276
3052,16860,2017,555953
3053,17140,2017,2202558
3054,18700,2017,91790
3055,19100,2017,7337097
3056,19500,2017,105399
3057,20700,2017,167895
3058,21060,2017,150390
3059,22900,2017,250231
3060,23900,2017,102562
3061,24860,2017,895357
3062,29740,2017,216174
3063,31900,2017,120430
3064,34740,2017,173645
3065,36740,2017,2517777
3066,37980,2017,6078522
3067,38340,2017,126353
3068,41700,2017,2472121
3069,42100,2017,274856
3070,44180,2017,462090
3071,44700,2017,743296
3072,11540,2018,237011
3073,12020,2018,211468
3074,14010,2018,172410
3075,15540,2018,219939
3076,19660,2018,658186
3077,20100,2018,178540
3078,20740,2018,168464
3079,24260,2018,75476
3080,24420,2018,87150
3081,24500,2018,81688
3082,26420,2018,6976147
3083,26900,2018,2052368
3084,27060,2018,102419
3085,27140,2018,597376
3086,28100,2018,109953
3087,28660,2018,451272
3088,32580,2018,862298
3089,33460,2018,3610061
3090,40980,2018,190791
3091,41140,2018,125998
3092,42140,2018,149761
3093,43900,2018,314137
3094,45060,2018,650281
3095,48700,2018,113866
3096,10900,2018,842626
3097,12940,2018,854526
3098,14860,2018,943971
3099,16980,2018,9484158
3100,21140,2018,205617
3101,21300,2018,83935
3102,21340,2018,841613
3103,21420,2018,61095
3104,21500,2018,271544
3105,24660,2018,766473
3106,25860,2018,368449
3107,27980,2018,166972
3108,30780,2018,740081
3109,34100,2018,141778
3110,35100,2018,124584
3111,37900,2018,403328
3112,40340,2018,219814
3113,40660,2018,97964
3114,40900,2018,2341940
3115,41100,2018,171567
3116,41500,2018,433950
3117,42020,2018,283354
3118,42660,2018,3935179
3119,43580,2018,143787
3120,11180,2018,123093
3121,10500,2018,147840
3122,12620,2018,151817
3123,13780,2018,240366
3124,20020,2018,148249
3125,21780,2018,314660
3126,26300,2018,98966
3127,27620,2018,151512
3128,30980,2018,285315
3129,31080,2018,13249879
3130,31860,2018,101577
3131,37100,2018,848142
3132,39660,2018,140154
3133,39820,2018,179709
3134,41940,2018,1993804
3135,43340,2018,397281
3136,44100,2018,207928
3137,49340,2018,946113
3138,12060,2018,5945303
3139,14020,2018,168092
3140,15940,2018,398330
3141,17980,2018,318211
3142,22420,2018,406688
3143,24780,2018,179575
3144,27100,2018,158566
3145,27340,2018,196915
3146,30020,2018,126348
3147,30460,2018,514938
3148,34980,2018,1904726
3149,37340,2018,595203
3150,38060,2018,4849209
3151,39380,2018,167422
3152,40580,2018,146078
3153,41860,2018,4726314
3154,42200,2018,445780
3155,45940,2018,368188
3156,47580,2018,182886
3157,48620,2018,637519
3158,12980,2018,134049
3159,13380,2018,225197
3160,13820,2018,1087967
3161,14260,2018,728911
3162,18020,2018,82722
3163,20220,2018,96922
3164,25500,2018,134749
3165,25940,2018,218023
3166,26580,2018,359069
3167,26620,2018,463181
3168,29620,2018,548674
3169,29820,2018,2226115
3170,31340,2018,262893
3171,33340,2018,1573995
3172,36140,2018,92446
3173,39460,2018,184849
3174,41060,2018,200166
3175,43780,2018,322697
3176,45300,2018,3154649
3177,45540,2018,128719
3178,46700,2018,445725
3179,47220,2018,150635
3180,48260,2018,116982
3181,49660,2018,538226
3182,11260,2018,397636
3183,12700,2018,213471
3184,17660,2018,161209
3185,19340,2018,380044
3186,22220,2018,525239
3187,22540,2018,103001
3188,23580,2018,201538
3189,24140,2018,123237
3190,24340,2018,1071370
3191,26140,2018,147682
3192,27260,2018,1532663
3193,27500,2018,162874
3194,27860,2018,132719
3195,28020,2018,264680
3196,29340,2018,210190
3197,33660,2018,430310
3198,33740,2018,202138
3199,36980,2018,118879
3200,38300,2018,2322653
3201,39300,2018,1622379
3202,39900,2018,468335
3203,41740,2018,3333861
3204,42540,2018,555215
3205,42700,2018,104933
3206,46060,2018,1036554
3207,46220,2018,251257
3208,46300,2018,110095
3209,47300,2018,464589
3210,11020,2018,122503
3211,12260,2018,604221
3212,12580,2018,2800743
3213,13220,2018,117154
3214,17300,2018,304301
3215,18580,2018,428697
3216,19140,2018,144192
3217,19180,2018,76702
3218,19780,2018,690915
3219,20940,2018,181523
3220,22140,2018,125499
3221,25220,2018,133837
3222,26380,2018,209144
3223,28740,2018,178418
3224,29700,2018,275120
3225,30860,2018,140104
3226,31020,2018,108752
3227,31460,2018,156882
3228,31700,2018,414630
3229,37620,2018,89991
3230,48060,2018,111866
3231,48540,2018,140059
3232,13020,2018,103702
3233,13140,2018,393815
3234,13740,2018,180203
3235,16580,2018,226284
3236,22380,2018,142523
3237,24300,2018,152951
3238,25980,2018,79697
3239,27180,2018,178315
3240,30700,2018,333800
3241,31180,2018,319239
3242,31740,2018,131698
3243,33700,2018,548126
3244,33860,2018,373022
3245,34820,2018,480985
3246,38220,2018,89246
3247,38540,2018,94374
3248,38860,2018,535232
3249,38940,2018,481167
3250,40140,2018,4612542
3251,40220,2018,313033
3252,41540,2018,409999
3253,41620,2018,1218681
3254,43420,2018,126411
3255,44420,2018,122628
3256,45500,2018,149347
3257,46140,2018,993135
3258,47020,2018,99466
3259,47940,2018,168936
3260,10780,2018,152762
3261,11700,2018,459314
3262,12100,2018,263989
3263,14540,2018,176864
3264,16540,2018,154579
3265,19740,2018,2931665
3266,22020,2018,244311
3267,23060,2018,409126
3268,23460,2018,102611
3269,29100,2018,136613
3270,29180,2018,489680
3271,29420,2018,209292
3272,30300,2018,62872
3273,33220,2018,83223
3274,34060,2018,139204
3275,35840,2018,820716
3276,36420,2018,1393605
3277,43100,2018,115233
3278,43300,2018,133787
3279,46660,2018,146143
3280,14460,2018,4859536
3281,15380,2018,1129777
3282,16060,2018,136694
3283,16220,2018,79175
3284,16620,2018,260280
3285,16820,2018,217335
3286,17420,2018,123968
3287,17780,2018,261335
3288,19430,2018,805088
3289,22520,2018,147608
3290,23420,2018,991950
3291,23540,2018,327933
3292,24580,2018,321384
3293,25180,2018,285722
3294,31420,2018,229594
3295,33100,2018,6143837
3296,33260,2018,178186
3297,37860,2018,494399
3298,38900,2018,2473350
3299,42340,2018,389453
3300,44140,2018,700138
3301,44220,2018,134528
3302,45220,2018,384318
3303,47380,2018,271427
3304,47460,2018,60615
3305,49180,2018,671129
3306,10180,2018,171150
3307,10580,2018,882263
3308,12220,2018,163656
3309,11500,2018,114331
3310,14500,2018,324636
3311,14740,2018,269276
3312,17820,2018,737202
3313,19460,2018,152144
3314,19820,2018,4322084
3315,20260,2018,289260
3316,21660,2018,378549
3317,24020,2018,125489
3318,28940,2018,861234
3319,29540,2018,543969
3320,32780,2018,219411
3321,32820,2018,1342497
3322,33540,2018,118640
3323,34620,2018,114297
3324,34900,2018,138789
3325,39150,2018,231772
3326,40060,2018,1281053
3327,40420,2018,337110
3328,43620,2018,263810
3329,44300,2018,162601
3330,44940,2018,140151
3331,45820,2018,232266
3332,46520,2018,979858
3333,47260,2018,1763713
3334,47900,2018,6247841
3335,48900,2018,294273
3336,49020,2018,139492
3337,10420,2018,703855
3338,10740,2018,914947
3339,14100,2018,83455
3340,16740,2018,2592950
3341,16940,2018,98865
3342,17860,2018,206746
3343,18880,2018,277666
3344,25260,2018,151382
3345,25540,2018,1206139
3346,26980,2018,172607
3347,27780,2018,131449
3348,28140,2018,2144427
3349,29020,2018,82257
3350,29460,2018,706597
3351,29940,2018,121109
3352,30140,2018,141339
3353,30620,2018,102725
3354,31140,2018,1262023
3355,35300,2018,856971
3356,36220,2018,161960
3357,39580,2018,1361590
3358,39740,2018,420529
3359,44060,2018,558827
3360,46340,2018,229749
3361,48140,2018,163094
3362,15980,2018,754470
3363,16700,2018,788122
3364,20500,2018,637501
3365,22500,2018,205036
3366,24540,2018,314815
3367,27740,2018,202900
3368,28700,2018,306736
3369,33140,2018,109981
3370,33780,2018,150174
3371,35380,2018,1270133
3372,35660,2018,153790
3373,35980,2018,266285
3374,36100,2018,359062
3375,36500,2018,286056
3376,36540,2018,940970
3377,36780,2018,170878
3378,41660,2018,120834
3379,45460,2018,186726
3380,46540,2018,291187
3381,48300,2018,119501
3382,49620,2018,447847
3383,12540,2018,893758
3384,15680,2018,112720
3385,16180,2018,55202
3386,16300,2018,272061
3387,17020,2018,230339
3388,19060,2018,97894
3389,21820,2018,98565
3390,25420,2018,574149
3391,25620,2018,168292
3392,28420,2018,295289
3393,34580,2018,127835
3394,34940,2018,378201
3395,39100,2018,676065
3396,40380,2018,1071621
3397,41180,2018,2803958
3398,41420,2018,430404
3399,42220,2018,498643
3400,45780,2018,643089
3401,49420,2018,250562
3402,49740,2018,211612
3403,10540,2018,127451
3404,12420,2018,2165497
3405,13460,2018,191905
3406,13980,2018,167492
3407,15260,2018,118282
3408,16020,2018,96868
3409,17460,2018,2053795
3410,17900,2018,831690
3411,18140,2018,2104194
3412,19300,2018,217855
3413,22180,2018,522461
3414,22660,2018,350660
3415,24220,2018,101766
3416,25060,2018,414686
3417,26820,2018,148436
3418,27900,2018,178613
3419,29200,2018,230938
3420,30340,2018,107914
3421,31540,2018,659927
3422,32900,2018,274151
3423,35620,2018,19276644
3424,36260,2018,673660
3425,37460,2018,186240
3426,39340,2018,633149
3427,39540,2018,196357
3428,42680,2018,157187
3429,48660,2018,150955
3430,49700,2018,173905
3431,11100,2018,264406
3432,11460,2018,369483
3433,13900,2018,128279
3434,15180,2018,422139
3435,15500,2018,166514
3436,16860,2018,560832
3437,17140,2018,2211936
3438,18700,2018,92442
3439,19100,2018,7455756
3440,19500,2018,104504
3441,20700,2018,169294
3442,21060,2018,153201
3443,22900,2018,250298
3444,23900,2018,103062
3445,24860,2018,907028
3446,29740,2018,217278
3447,31900,2018,120987
3448,34740,2018,173599
3449,36740,2018,2574838
3450,37980,2018,6091208
3451,38340,2018,125901
3452,41700,2018,2512379
3453,42100,2018,273841
3454,44180,2018,466273
3455,44700,2018,752491
3456,11540,2019,237974
3457,12020,2019,213750
3458,14010,2019,171517
3459,15540,2019,220411
3460,19660,2019,668365
3461,20100,2019,180786
3462,20740,2019,169304
3463,24260,2019,75553
3464,24420,2019,87487
3465,24500,2019,81366
3466,26420,2019,7066141
3467,26900,2019,2074537
3468,27060,2019,102180
3469,27140,2019,594806
3470,28100,2019,109862
3471,28660,2019,460303
3472,32580,2019,868707
3473,33460,2019,3640043
3474,40980,2019,190539
3475,41140,2019,125223
3476,42140,2019,150358
3477,43900,2019,319785
3478,45060,2019,648593
3479,48700,2019,113299
3480,10900,2019,844052
3481,12940,2019,854884
3482,14860,2019,943332
3483,16980,2019,9458539
3484,21140,2019,206341
3485,21300,2019,83456
3486,21340,2019,844124
3487,21420,2019,61056
3488,21500,2019,269728
3489,24660,2019,771851
3490,25860,2019,369711
3491,27980,2019,167417
3492,30780,2019,742384
3493,34100,2019,142749
3494,35100,2019,124284
3495,37900,2019,400561
3496,40340,2019,221921
3497,40660,2019,98498
3498,40900,2019,2363730
3499,41100,2019,177556
3500,41500,2019,434061
3501,42020,2019,283111
3502,42660,2019,3979845
3503,43580,2019,144701
3504,11180,2019,123351
3505,10500,2019,146726
3506,12620,2019,152148
3507,13780,2019,238691
3508,20020,2019,149358
3509,21780,2019,315086
3510,26300,2019,99386
3511,27620,2019,151235
3512,30980,2019,286657
3513,31080,2019,13214799
3514,31860,2019,101927
3515,37100,2019,846006
3516,39660,2019,142107
3517,39820,2019,180080
3518,41940,2019,1990660
3519,43340,2019,394706
3520,44100,2019,206868
3521,49340,2019,947404
3522,12060,2019,6020364
3523,14020,2019,169230
3524,15940,2019,397520
3525,17980,2019,321048
3526,22420,2019,405813
3527,24780,2019,180742
3528,27100,2019,158510
3529,27340,2019,197938
3530,30020,2019,126415
3531,30460,2019,517056
3532,34980,2019,1934317
3533,37340,2019,601942
3534,38060,2019,4948203
